Name,BSE Code,NSE Code,Industry,Current Price,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization,join_key
ABM Knowledge,531161.0,__NA__,Computers - Software - Medium / Small,148.0,0.0,10.24,0.0,211.92,0.0,0.0,253.25,52.59,0.0,9.62,41.82,0.0,111.19,171.72,19.63,5.23,84.87,67.93,253.25,152.09,0.0,0.0,41.07,5.0,16.16,0.0,1.51,2.0,0.0,56.91,42.98,52.59,0.0,70.04,67.71,74.28,37.52,0.0,0.0,0.0,0.0,43.92,45.71,47.69,296.03,531161.0___NA__
ABS Marine,-1.0,ABSMARINE,Shipping,357.0,45.68,18.0,0.0,99.17,31.78,13.9,184.81,245.46,0.0,163.66,81.8,0.0,10.55,52.42,30.38,0.0,0.0,1.15,184.81,40.9,0.0,0.0,32.06,10.0,7.06,0.0,5.0,,48.66,24.22,85.87,234.0,0.0,27.27,,,,85.62,,,,119.18,,,876.45,-1.0_ABSMARINE
ACC,500410.0,ACC,Cement - North India,2649.6,354.85,187.99,0.0,16141.68,0.0,354.85,23385.64,15359.97,0.0,5161.65,10025.27,985.81,810.55,8967.42,6096.84,0.0,0.0,3466.75,23385.64,3001.67,354.85,1868.55,827.5,10.0,1862.87,258.63,1924.89,18.78,153.04,2641.5,7511.89,12070.38,1684.0,3662.87,1978.28,53.54,-1288.29,102.48,0.0,0.0,35.03,6694.44,7088.17,7567.77,49756.14,500410.0_ACC
Accedere,531533.0,__NA__,Computers - Software - Medium / Small,85.5,0.27,4.76,0.0,-0.71,0.0,0.25,4.67,1.19,0.0,0.65,0.47,0.0,0.04,3.73,0.53,0.0,0.0,0.0,4.67,3.47,0.0,0.55,0.37,10.0,2.36,0.0,0.07,0.5,0.25,3.13,0.54,1.19,0.0,3.21,3.19,,,0.05,0.05,,,0.3,0.3,,43.01,531533.0___NA__
Accel,517494.0,__NA__,Computers - Software - Medium / Small,22.42,73.87,11.51,0.0,53.79,58.74,11.51,188.26,157.36,23.63,66.81,92.21,0.06,5.38,66.09,64.67,0.0,0.0,7.78,188.26,21.61,7.23,7.54,34.77,2.0,9.73,0.0,25.36,5.76,70.25,17.74,90.55,157.36,0.31,7.65,20.2,-3.44,,71.75,5.66,5.86,,88.82,44.4,16.57,129.06,517494.0___NA__
AccelerateBS Ind,543938.0,__NA__,Computers - Software - Medium / Small,339.0,0.54,1.96,0.0,1.76,0.0,0.33,4.85,0.57,0.0,0.06,0.4,0.0,0.0,4.38,0.14,0.6,0.0,0.0,4.85,4.24,0.0,0.0,1.93,10.0,2.23,0.0,0.02,0.2,0.33,1.36,0.51,0.57,0.0,,,,,,,,,,,,72.85,543938.0___NA__
Accelya Solution,532268.0,ACCELYA,Computers - Software - Medium / Small,1744.9,11.4,14.93,0.0,274.01,0.0,14.64,370.05,259.18,0.0,172.32,82.49,1.3,33.99,261.35,72.08,0.0,0.0,7.04,370.05,198.34,11.4,0.0,85.69,10.0,80.87,0.0,30.9,1.49,24.96,115.83,101.36,276.33,1.95,119.04,63.18,4.3,-17.14,49.46,0.0,0.0,0.07,136.84,69.11,76.89,2605.14,532268.0_ACCELYA
Accent Microcell,-1.0,ACCENTMIC,Pharmaceuticals - Indian - Bulk Drugs & Formln,284.0,12.79,12.94,0.0,142.79,19.79,2.99,204.84,62.86,0.0,32.55,29.04,1.86,0.0,163.44,37.86,0.0,0.0,0.0,204.84,136.87,0.0,32.98,53.8,10.0,72.49,9.17,19.23,1.29,22.78,36.99,30.31,62.86,0.0,24.68,,,,29.93,,,,28.8,,,597.62,-1.0_ACCENTMIC
Accord Synergy,-1.0,ACCORD,Telecommunications - Service Provider,28.3,0.0,3.47,0.0,11.34,0.0,0.0,17.54,4.86,0.0,3.56,0.94,0.0,3.62,16.02,2.45,0.0,0.0,0.0,17.54,13.57,0.0,1.4,7.84,10.0,0.03,0.0,0.95,0.35,0.0,9.76,1.3,4.86,0.0,16.47,23.47,12.26,,2.95,9.57,8.42,,2.29,3.33,2.66,9.83,-1.0_ACCORD
Accuracy Shippi.,-1.0,ACCURACY,Miscellaneous,13.54,109.29,15.06,0.0,101.08,104.93,4.04,278.31,156.39,0.0,82.67,70.01,0.0,0.0,205.46,127.79,0.0,0.0,0.0,278.31,159.8,0.0,17.63,115.45,1.0,11.93,11.52,38.2,15.06,108.97,157.28,73.73,156.39,0.0,116.43,62.3,,,90.19,67.21,,,55.4,59.67,,203.85,-1.0_ACCURACY
ACE EduTremd Ltd,530093.0,__NA__,Miscellaneous,3.2,0.0,9.16,0.0,-0.4,0.0,0.0,12.59,25.39,0.0,23.14,0.97,0.0,0.0,5.55,3.83,0.0,0.0,0.0,12.59,1.72,0.0,0.0,5.48,10.0,0.02,0.0,2.2,0.92,0.0,1.47,1.02,25.39,0.0,1.47,0.85,-1.52,-3.67,0.0,0.0,0.0,0.0,1.39,2.37,4.63,2.93,530093.0___NA__
Ace Engitech,530669.0,__NA__,Computers - Software - Medium / Small,21.56,0.0,3.3,0.0,-2.74,0.0,0.0,0.89,0.15,0.0,0.13,0.01,0.0,0.29,0.57,0.33,0.0,0.0,0.0,0.89,0.24,0.0,0.0,0.2,10.0,0.1,0.0,0.0,0.33,0.0,0.0,0.02,0.15,0.14,0.18,-0.01,0.08,0.17,0.0,0.0,0.0,0.0,0.03,0.04,0.03,7.12,530669.0___NA__
Ace Integrated,-1.0,ACEINTEG,Computers - Software - Medium / Small,34.19,0.2,10.2,0.0,8.83,0.25,0.0,20.44,2.33,0.0,0.33,1.94,0.0,0.89,13.61,1.11,0.0,0.0,0.0,20.44,12.56,0.0,0.72,4.6,10.0,3.22,0.0,0.76,1.02,0.25,13.03,2.0,2.33,0.0,7.38,4.61,8.12,-1.87,0.42,1.1,8.07,0.22,2.17,2.54,2.21,34.87,-1.0_ACEINTEG
Ace Men,539661.0,__NA__,Trading,46.0,0.0,3.1,0.0,0.77,0.0,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.71,0.0,0.0,0.0,4.57,-0.68,0.0,0.0,0.0,10.0,0.03,0.0,0.0,0.31,0.0,-2.81,0.0,0.0,0.0,-0.27,0.05,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.24,539661.0___NA__
Ace Soft. Exp.,531525.0,__NA__,Computers - Software - Medium / Small,243.75,1.9,6.4,0.0,23.68,0.0,0.0,39.52,11.93,0.0,6.69,10.3,0.0,12.58,14.78,4.76,0.0,5.36,0.0,39.52,11.92,0.0,1.25,1.28,10.0,5.07,0.0,0.62,0.47,0.0,6.21,4.52,11.93,0.0,5.68,5.33,3.64,6.29,1.91,0.35,0.0,0.05,9.0,8.92,4.53,156.0,531525.0___NA__
Achyut Healthcar,543499.0,__NA__,Trading,56.7,0.0,9.35,0.0,13.93,0.0,0.0,30.95,0.06,0.0,0.01,0.06,9.16,0.0,21.47,0.2,0.0,0.0,0.0,30.95,21.27,0.0,0.06,0.41,10.0,0.37,0.31,0.14,1.4,0.0,9.53,0.05,0.06,3.49,0.18,0.18,,,0.0,0.0,,,0.0,0.0,,95.4,543499.0___NA__
ACI Infocom,517356.0,__NA__,Computers - Software - Medium / Small,2.44,0.0,11.05,0.0,5.85,0.0,0.0,16.98,0.02,0.0,0.0,0.02,0.0,9.42,7.03,0.08,0.2,0.0,0.07,16.98,6.95,0.0,0.0,0.0,1.0,0.02,0.27,0.04,11.05,0.0,10.67,0.02,0.02,0.0,7.5,10.34,11.66,10.31,0.0,0.0,0.0,0.0,0.02,0.02,0.02,26.96,517356.0___NA__
Acknit Indus.,530043.0,__NA__,Textiles - Products,312.0,58.56,3.04,0.0,75.77,42.9,0.09,155.6,55.51,0.0,18.41,34.72,3.56,0.0,113.98,74.3,0.0,0.0,2.18,155.6,98.08,0.0,70.51,33.69,10.0,0.8,2.14,12.24,0.3,42.99,75.88,37.09,55.51,0.04,64.61,74.95,65.9,49.97,45.25,58.56,57.02,44.35,31.52,26.86,23.83,94.84,530043.0___NA__
Acme Resources,539391.0,__NA__,Finance & Investments,33.1,11.74,25.74,0.0,101.54,0.0,11.31,144.33,0.19,0.0,0.13,0.05,0.0,30.07,19.14,1.07,0.01,0.0,0.0,144.33,18.07,0.0,6.82,0.0,10.0,0.28,3.32,0.39,2.57,11.31,17.12,0.06,0.19,0.0,27.52,38.28,47.76,27.07,4.93,17.68,61.69,50.43,0.07,1.34,0.79,85.21,539391.0___NA__
Acrow India,513149.0,__NA__,Diversified - Medium / Small,760.0,0.0,0.64,0.0,22.64,0.0,0.0,23.81,8.49,0.0,4.62,3.53,0.0,0.0,19.0,0.53,0.0,0.0,0.21,23.81,18.47,0.0,0.0,0.0,10.0,0.01,0.0,0.07,0.06,0.0,18.08,3.86,8.49,0.0,8.24,7.66,14.75,5.95,0.0,0.05,0.53,1.53,4.02,4.51,5.21,48.64,513149.0___NA__
Action Const.Eq.,532762.0,ACE,Engineering,1460.6,4.46,23.82,0.0,1206.02,6.2,1.25,2169.21,639.7,0.0,152.25,579.56,43.64,594.11,1272.77,924.57,0.0,275.19,44.04,2169.21,352.44,0.58,553.4,164.31,2.0,110.41,106.08,687.95,11.91,7.45,43.46,487.45,639.7,24.41,106.24,32.79,16.22,107.31,54.58,53.24,113.65,149.61,429.33,340.55,346.25,17393.32,532762.0_ACE
Active Clothing,541144.0,__NA__,Textiles - Products,100.89,85.89,15.51,0.0,53.69,27.24,51.75,220.13,80.74,0.0,47.38,57.54,0.0,0.0,159.96,118.34,0.0,0.0,0.27,220.13,99.41,0.0,72.68,74.7,10.0,0.31,0.0,45.2,1.55,78.99,87.97,33.36,80.74,11.96,80.38,79.52,48.59,,57.82,65.3,67.65,,34.07,41.21,41.86,156.5,541144.0___NA__
AD Manum Finance,511359.0,__NA__,Finance & Investments,79.39,7.5,7.5,0.0,63.36,0.0,7.19,79.29,6.8,0.0,6.4,0.36,0.0,5.46,2.73,0.47,0.31,0.0,0.04,79.29,2.26,0.0,0.0,1.99,10.0,0.56,0.0,0.0,0.75,7.19,2.39,0.4,6.8,0.0,12.02,68.02,72.83,102.99,11.54,24.31,32.34,63.37,2.05,2.51,3.24,59.54,511359.0___NA__
Adani Energy Sol,539254.0,ADANIENSOL,Power Generation And Supply,1002.4,37069.65,1115.49,0.0,11526.06,33489.59,3580.06,58538.38,48780.58,0.0,9860.84,38919.74,3002.69,766.48,7604.07,7962.85,34.56,360.19,2367.56,58538.38,3105.76,60.78,255.28,1564.95,10.0,2228.14,196.34,1722.11,111.55,34270.03,1756.9,32645.14,40733.21,6200.44,1165.37,-1170.58,319.08,0.05,27094.96,20136.99,8974.81,0.0,26986.6,24412.0,9853.23,111816.96,539254.0_ADANIENSOL
Adani Enterp.,512599.0,ADANIENT,Trading,3175.95,65310.15,114.0,0.0,38962.09,34822.34,30487.81,160586.24,74560.05,0.0,8581.75,65978.3,35179.5,8700.69,35071.67,44058.11,0.0,0.0,5745.02,160586.24,-1314.13,15186.27,9486.86,9792.93,1.0,7068.48,0.0,24669.26,114.0,53200.46,-920.44,56881.13,62377.83,24025.21,4991.36,7575.04,10514.84,5436.75,16227.06,11243.2,20845.72,71979.92,10837.61,9020.11,13667.98,362058.66,512599.0_ADANIENT
Adani Green,541450.0,ADANIGREEN,Power Generation And Supply,1781.8,64858.0,1584.0,0.0,5912.0,58556.0,6302.0,88086.0,69064.0,0.0,6780.0,62284.0,6427.0,1515.0,12285.0,26388.0,0.0,0.0,98.0,88086.0,8583.0,1798.0,291.0,1342.0,10.0,8764.0,0.0,354.0,158.4,54223.0,2569.0,48336.0,53261.0,5291.0,1694.0,76.33,522.71,,24209.0,11142.49,4346.57,,16429.0,10388.35,4341.14,282242.93,541450.0_ADANIGREEN
Adani Ports,532921.0,ADANIPORTS,Miscellaneous,1482.9,49166.66,432.03,303.58,52346.21,10775.31,38391.35,116999.2,93005.64,0.0,17857.83,75147.81,10936.09,4288.66,16810.57,16462.94,0.0,0.0,835.73,116999.2,9035.13,3024.48,437.51,3666.94,2.0,7631.88,885.36,2167.36,216.01,53141.96,5183.89,72223.73,86930.34,6636.77,5505.17,10311.51,7704.6,3144.93,35582.97,27445.72,22214.26,12976.1,48290.96,28121.42,21053.5,320326.99,532921.0_ADANIPORTS
Adani Power,533096.0,ADANIPOWER,Power Generation And Supply,719.1,34431.07,3856.94,184.49,39288.09,34272.37,158.7,92008.97,90709.26,0.0,27693.41,63015.85,925.12,373.51,25213.08,15788.67,0.0,0.0,1675.54,92008.97,17301.85,158.7,4142.1,11677.48,10.0,7211.76,4.89,3636.3,385.69,42180.58,9755.48,51451.38,75329.46,12879.54,11357.02,2109.35,285.11,-4652.78,52430.34,46979.7,52484.37,44150.23,52851.3,50418.76,54390.93,277352.48,533096.0_ADANIPOWER
Adani Total Gas,542066.0,ATGL,Miscellaneous,889.15,1557.25,109.98,0.0,3470.34,1471.49,85.76,6591.86,3874.98,0.0,700.96,3174.02,1502.38,706.12,1032.24,1810.51,0.0,0.0,104.87,6591.86,-181.17,85.76,99.17,409.92,1.0,456.11,14.05,342.26,109.98,1422.09,-225.89,2334.75,2878.43,1618.76,-401.21,181.72,,,529.07,393.92,,,1379.3,980.18,,97789.62,542066.0_ATGL
Adani Wilmar,543458.0,AWL,Solvent Extraction,333.85,2627.5,129.97,0.0,8186.02,2415.39,212.11,19776.51,6848.8,0.0,1918.53,4930.27,869.53,311.59,12717.8,10410.75,0.0,0.0,161.26,19776.51,4786.01,212.11,7203.8,1782.91,1.0,2809.58,69.49,6999.45,129.97,2396.27,5072.45,4793.35,6405.18,323.96,2288.2,484.21,,,3050.83,1829.46,,,3702.5,3027.38,,43389.78,543458.0_AWL
Adarsh Plant,526711.0,__NA__,Packaging,35.98,4.52,9.91,0.0,-8.45,2.07,2.95,8.93,0.84,0.0,0.31,0.48,0.06,0.0,8.15,4.78,0.0,0.0,0.0,8.93,5.21,0.0,4.14,3.33,10.0,0.23,0.0,2.77,0.99,5.02,5.22,0.53,0.84,0.06,6.23,5.4,6.28,2.45,6.2,5.57,4.38,3.64,0.37,0.42,0.42,35.65,526711.0___NA__
ADC India,523411.0,__NA__,Telecommunications - Equipment,2090.0,0.0,4.6,0.0,66.25,0.0,0.0,103.71,4.82,0.0,1.82,2.79,0.0,0.0,96.52,32.42,0.0,0.0,3.13,103.71,64.1,0.0,21.8,28.07,10.0,44.77,0.0,30.05,0.46,0.0,43.6,3.0,4.82,0.0,35.76,30.23,36.63,41.1,0.0,0.0,0.0,0.0,3.26,3.77,3.88,961.4,523411.0___NA__
Adcon Capital,539506.0,__NA__,Finance & Investments,0.86,0.0,31.7,0.0,1.3,0.0,0.0,33.54,0.01,0.0,0.01,0.0,0.0,1.31,33.37,0.54,0.0,0.0,0.0,33.54,32.83,0.0,0.0,0.42,1.0,0.07,0.0,0.0,33.14,0.0,1.01,0.0,0.01,0.0,0.1,2.88,1.18,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.05,539506.0___NA__
Add-Shop E-Reta.,541865.0,__NA__,Trading,15.58,12.77,28.31,0.0,81.72,0.98,0.0,125.95,8.13,0.0,1.64,6.1,0.0,0.0,113.73,15.06,0.0,0.0,0.0,125.95,110.87,0.0,25.79,85.86,10.0,1.15,0.0,1.72,2.83,0.98,100.71,6.49,8.13,0.0,23.29,9.57,0.21,,7.66,2.63,0.3,,4.72,3.38,0.24,44.11,541865.0___NA__
Addi Industries,507852.0,__NA__,Textiles - Products,50.07,0.07,5.4,0.0,71.98,0.0,0.11,78.03,5.12,0.0,0.39,4.59,0.0,3.75,60.69,0.24,0.0,3.08,0.77,78.03,60.46,0.07,0.0,0.0,5.0,57.42,0.0,0.1,1.08,0.11,64.42,4.73,5.12,0.0,0.14,5.55,,3.78,0.0,0.0,,0.0,5.94,2.55,,54.06,507852.0___NA__
Addictive Learn,-1.0,LAWSIKHO,Miscellaneous,307.3,0.0,0.0,0.1,51.75,0.16,0.0,78.62,0.41,0.0,0.19,19.17,0.0,0.0,51.84,10.07,0.0,0.0,0.0,78.62,41.77,0.0,0.0,0.47,10.0,49.51,5.18,0.99,0.0,0.16,1.92,0.22,0.41,0.0,-0.2,,,,0.0,,,,0.06,,,488.91,-1.0_LAWSIKHO
Adeshwar Meditex,543309.0,__NA__,Healthcare,27.0,13.89,14.43,0.0,20.48,14.52,1.91,64.04,9.71,0.0,6.01,3.53,0.0,0.1,57.12,27.73,0.0,0.0,0.0,64.04,42.22,0.0,26.53,25.27,10.0,1.16,0.12,14.53,1.44,16.43,40.42,3.7,9.71,0.0,36.26,31.82,,,22.45,19.92,,,2.24,2.44,,38.96,543309.0___NA__
ADF Foods,519183.0,ADFFOODS,Food - Processing - Indian,242.25,7.16,22.35,0.0,418.79,0.0,55.25,556.05,234.23,0.0,59.32,182.32,5.11,76.73,350.5,52.57,0.0,79.99,9.67,556.05,305.09,7.16,53.02,108.46,2.0,67.78,0.57,23.93,10.99,55.25,212.55,174.91,234.23,6.72,177.56,92.63,72.08,60.18,0.62,0.0,4.79,27.83,77.23,68.98,81.44,2661.44,519183.0_ADFFOODS
Adhbhut Infra.,539189.0,__NA__,Construction,29.07,2.86,11.0,6.23,-17.13,0.0,0.0,32.4,42.96,0.0,13.32,28.6,0.0,0.0,3.79,1.07,0.0,0.0,0.0,32.4,2.72,0.0,0.0,2.95,10.0,0.44,0.0,0.0,1.1,0.0,1.33,29.64,42.96,0.0,-35.04,-29.22,-26.87,-19.46,0.0,0.0,1.52,0.0,42.91,42.91,40.59,31.98,539189.0___NA__
Adinath Exim Res,532056.0,__NA__,Finance & Investments,23.88,0.0,4.77,0.0,14.71,0.0,0.0,20.35,0.2,0.0,0.18,0.01,0.0,7.62,0.09,0.01,0.0,0.0,0.02,20.35,0.08,0.0,0.0,0.0,10.0,0.02,0.0,0.0,0.43,0.0,0.22,0.01,0.2,0.0,0.41,0.08,0.07,0.09,0.0,0.0,0.0,0.0,0.01,0.01,0.01,10.31,532056.0___NA__
Adinath Textiles,514113.0,__NA__,Textiles - Spinning - Synthetic / Blended,25.92,0.01,6.99,0.0,-4.1,0.0,0.0,4.16,4.84,0.0,4.17,0.61,0.0,2.53,1.62,1.02,0.0,1.8,0.0,4.16,0.6,0.0,0.01,0.25,10.0,0.21,0.0,0.0,0.68,0.0,-0.5,0.66,4.84,0.0,-0.14,-0.7,0.02,0.76,0.45,0.6,0.8,1.7,0.85,1.56,1.66,17.66,514113.0___NA__
Adit.Birla Money,532974.0,BIRLAMONEY,Finance & Investments,164.8,1398.63,5.65,0.0,157.06,0.0,899.66,2116.11,59.31,0.0,28.27,36.26,0.0,429.97,1012.89,540.98,0.0,0.0,15.51,2116.11,471.91,24.0,0.0,60.66,1.0,889.51,0.0,23.8,5.65,899.66,283.82,31.04,59.31,0.61,411.83,124.0,58.27,17.09,396.57,417.42,34.71,9.87,23.58,6.98,7.04,931.27,532974.0_BIRLAMONEY
Aditya AMC,543374.0,ABSLAMC,Finance & Investments,647.5,79.09,144.05,0.0,3024.83,0.0,48.03,3501.85,145.5,0.0,75.28,112.14,0.62,3122.17,157.26,171.96,2359.17,0.0,225.45,3501.85,-14.7,79.09,0.0,40.73,5.0,84.82,0.0,57.62,28.8,48.03,168.31,70.22,145.5,2.08,-26.8,64.39,-22.79,,59.31,71.87,0.0,,77.08,94.63,18.49,18654.44,543374.0_ABSLAMC
Aditya Bir. Fas.,535755.0,ABFRL,Textiles - Products,318.2,9451.4,1015.01,0.01,3018.77,872.56,5700.29,22411.06,12136.54,0.0,3777.15,11866.55,171.07,984.83,8692.21,8601.46,0.0,182.43,70.52,22411.06,2942.93,5246.22,4505.34,1278.81,10.0,462.39,67.28,4135.66,94.88,6572.85,1619.12,8359.39,12136.54,203.7,364.83,-234.25,,,3599.27,1702.35,,,5626.9,2555.48,,32332.35,535755.0_ABFRL
Aditya Birla Cap,540691.0,ABCAPITAL,Finance & Investments,239.9,110139.34,2600.02,0.0,24217.24,72687.43,12050.07,232101.83,2108.22,0.0,829.48,1736.91,9.65,63533.72,42600.33,92560.03,80392.75,0.0,2636.65,232101.83,-49959.7,599.24,0.0,698.14,10.0,3579.01,0.0,1413.08,241.8,84737.5,-68650.52,1278.74,2108.22,44.04,-50537.39,-39555.66,8227.5,,53043.73,56324.17,33215.1,,1258.8,892.02,777.77,62423.85,540691.0_ABCAPITAL
Aditya Consumer,540146.0,__NA__,Trading,83.5,6.3,14.63,0.0,9.89,1.64,8.1,39.97,34.3,0.0,14.67,14.01,0.0,0.0,25.96,14.88,0.0,0.0,0.0,39.97,17.38,0.0,13.08,0.61,10.0,9.35,0.0,7.45,1.46,9.74,19.04,19.62,34.3,0.0,14.17,17.26,14.02,8.29,11.78,7.49,7.13,6.74,17.68,16.59,12.3,122.19,540146.0___NA__
Aditya Ispat,513513.0,__NA__,Steel - Medium / Small,10.5,33.48,5.35,0.0,3.2,17.68,18.66,45.75,30.56,0.0,5.99,23.07,0.0,0.0,22.29,22.91,0.0,0.0,0.02,45.75,19.01,0.0,8.71,12.73,10.0,0.16,0.1,2.28,0.54,36.34,23.07,24.56,30.56,0.0,14.98,15.96,16.09,13.48,27.27,17.23,13.17,10.58,9.71,5.95,5.66,5.61,513513.0___NA__
Aditya Spinners,521141.0,__NA__,Textiles - Spinning - Synthetic / Blended,20.2,15.86,16.74,0.0,32.22,15.35,0.51,70.14,115.76,0.0,59.09,56.67,0.0,0.0,9.36,10.86,0.0,0.0,0.0,70.14,6.05,0.0,6.03,1.7,10.0,0.14,0.21,0.86,1.67,21.04,8.22,58.68,114.92,0.0,4.73,6.11,5.67,5.83,20.58,18.16,17.7,6.53,35.92,26.56,25.2,33.82,521141.0___NA__
Aditya Vision,540205.0,__NA__,Trading,4513.95,318.64,12.81,0.0,473.9,65.17,352.73,875.38,197.91,0.0,14.98,244.14,8.91,0.0,586.21,209.68,0.0,0.0,0.0,875.38,516.18,193.37,433.14,0.39,10.0,96.16,2.45,61.95,1.2,417.9,298.56,182.94,197.91,8.05,113.8,39.38,44.17,14.3,197.74,27.91,35.04,9.12,130.05,15.44,9.15,5807.77,540205.0___NA__
Adjia Tech,543269.0,__NA__,Computers - Software - Medium / Small,45.49,0.05,0.88,0.0,1.33,0.05,0.0,2.34,1.22,0.0,0.38,1.21,0.0,0.0,1.09,0.12,0.0,0.0,0.0,2.34,1.02,0.0,0.0,0.32,,0.08,0.01,0.01,0.09,0.05,0.75,0.84,1.22,0.57,1.16,0.0,0.0,,0.05,0.06,0.06,,0.7,0.0,0.0,4.0,543269.0___NA__
Adline Chem Lab,524604.0,__NA__,Pharmaceuticals - Indian - Formulations,13.12,1.48,5.85,0.0,-7.56,0.0,1.33,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.5,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,10.0,0.04,0.0,0.0,0.58,1.33,0.05,0.0,0.0,0.0,1.18,0.65,4.53,4.38,2.5,5.35,9.94,6.69,3.64,11.99,12.68,7.68,524604.0___NA__
Ador Fontech,530431.0,__NA__,Electrodes - Welding Equipment,144.0,0.0,7.0,0.0,125.25,0.0,0.1,158.47,62.07,0.0,32.72,27.25,0.0,15.9,125.43,25.94,0.0,0.0,9.55,158.47,99.49,0.0,22.76,30.66,2.0,45.83,0.0,16.43,3.5,0.1,79.11,29.35,62.07,0.0,60.06,67.97,60.1,58.9,1.91,3.01,0.0,1.88,27.69,18.74,21.59,504.01,530431.0___NA__
Ador Multi Prod.,523120.0,__NA__,Personal Care - Indian,34.45,0.0,4.67,0.0,6.36,0.0,0.06,8.11,10.98,0.0,2.82,3.33,0.0,0.61,4.17,2.65,0.0,0.07,0.0,8.11,1.52,0.0,1.77,0.19,10.0,0.07,0.1,1.36,0.47,0.06,-0.25,8.17,10.98,0.0,2.02,0.95,-0.95,,2.58,0.59,2.57,,7.69,2.2,5.34,16.1,523120.0___NA__
Ador Welding,517041.0,ADORWELD,Electrodes - Welding Equipment,1405.05,44.01,13.6,0.0,348.78,15.73,1.55,520.61,301.93,0.0,178.79,127.62,25.37,23.25,322.56,149.01,0.0,2.87,48.88,520.61,216.24,1.5,122.38,150.45,10.0,2.74,2.4,69.94,1.36,17.28,161.6,123.14,301.93,1.92,97.57,185.89,133.99,69.19,29.19,64.99,35.47,1.4,116.42,114.68,101.09,1910.87,517041.0_ADORWELD
Adroit Info.,532172.0,ADROITINFO,Computers - Software - Medium / Small,18.42,3.45,29.79,0.0,5.55,2.32,1.13,47.92,27.5,0.0,6.48,20.39,0.0,0.0,16.59,6.39,0.0,0.0,0.0,47.92,12.54,0.44,0.0,14.11,10.0,1.66,0.0,0.73,5.07,3.45,7.38,21.01,27.5,0.0,1.73,25.15,34.41,13.37,1.29,3.73,1.03,0.0,0.28,12.23,3.52,39.92,532172.0_ADROITINFO
Advait Infratech,543230.0,__NA__,Construction,1700.0,59.16,10.2,0.0,63.24,8.93,6.29,199.14,39.12,0.0,10.62,41.53,1.07,1.16,136.93,106.1,0.0,0.0,0.0,199.14,80.91,3.9,19.95,43.09,10.0,42.97,2.71,48.46,1.02,15.22,25.73,28.51,39.12,1.06,21.72,9.63,,,7.53,5.95,,,15.32,18.77,,1735.31,543230.0___NA__
Advance Lifes.,521048.0,__NA__,Textiles - Jute - Yarn / Products,45.99,40.29,6.23,0.0,20.18,0.0,43.2,70.19,3.33,0.0,0.18,0.02,0.0,0.25,27.42,10.77,0.0,0.0,0.0,70.19,24.49,0.0,0.14,0.0,10.0,0.03,0.0,0.0,0.62,43.2,-2.41,3.16,3.33,0.0,2.0,1.93,19.9,26.48,43.93,40.2,58.01,73.88,2.84,2.85,0.04,28.63,521048.0___NA__
Advance Meter.,534612.0,__NA__,Electric Equipment,38.2,12.79,8.03,0.0,91.15,4.31,6.29,118.26,89.19,0.0,26.09,60.65,0.0,26.63,55.67,13.12,0.0,4.07,3.43,118.26,49.9,4.1,6.15,5.84,5.0,15.16,0.48,3.84,1.61,10.6,42.33,63.1,89.19,0.0,64.24,23.08,24.81,7.95,85.79,82.88,56.8,42.78,114.87,118.95,99.93,61.34,534612.0___NA__
Advance Petroch.,506947.0,__NA__,Chemicals,288.0,8.97,0.9,0.0,2.84,5.25,1.93,22.66,9.21,0.1,4.21,5.76,0.0,0.36,16.32,15.59,0.0,0.0,0.0,22.66,6.72,0.0,6.19,9.02,10.0,0.64,0.0,9.14,0.09,7.18,5.02,5.0,9.21,0.43,6.18,5.74,3.88,2.59,7.36,6.38,5.01,3.4,2.65,1.81,1.79,25.92,506947.0___NA__
Advance Syntex,539982.0,__NA__,Textiles - Spinning - Synthetic / Blended,7.3,32.75,11.1,0.0,-5.1,31.2,4.01,41.33,5.86,0.0,2.64,2.68,0.0,0.0,35.71,23.69,0.0,0.0,0.0,41.33,33.2,0.0,21.82,13.67,10.0,0.07,0.0,0.96,1.11,35.21,41.29,3.22,5.86,0.0,42.45,38.68,27.27,12.07,35.94,32.25,25.26,13.12,9.92,12.41,9.12,8.1,539982.0___NA__
