Name,BSE Code,NSE Code,Industry,Current Price,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months,Market Capitalization,join_key
Abbott India,500488.0,ABBOTINDIA,Pharmaceuticals - Multinational,27686.0,5848.91,24.84,1201.22,46.03,565.3,0.0,5848.91,1453.1,248.27,1701.37,71.17,1630.2,12.45,1617.75,416.53,1201.22,0.0,1201.22,871.25,55.06,576.58,24.84,20.54,1453.1,12.45,71.17,565.3,1630.2,1201.22,415.46,416.53,248.27,202403.0,5348.73,1205.89,153.89,1360.04,69.97,1290.07,15.99,1273.82,324.41,949.6,-0.26,949.41,690.62,22.55,17.75,446.8,5753.36,1145.58,58832.77,500488.0_ABBOTINDIA
ABC Gas (Int.),513119.0,__NA__,Trading,91.58,0.01,-5300.0,-0.57,-13.53,1.06,-18.67,0.01,-0.53,0.83,-0.53,0.03,-0.56,0.01,0.26,0.05,-0.57,0.83,0.21,0.0,700.0,0.09,-5300.0,-5700.0,-0.53,0.01,0.03,1.06,-0.56,0.21,0.05,0.05,0.83,202403.0,0.02,-0.15,2.56,-0.01,0.03,-0.04,0.02,2.36,0.27,-0.1,2.42,2.09,0.0,-750.0,-500.0,10.56,0.01,-0.84,18.13,513119.0___NA__
ABC India,520123.0,__NA__,Miscellaneous,112.3,164.59,3.55,2.2,8.1,4.21,0.0,164.59,5.85,0.67,6.41,1.22,5.19,2.22,3.08,0.79,2.2,0.11,2.28,0.27,39.15,7.54,3.55,1.34,5.85,2.22,1.22,4.21,5.19,2.28,0.49,0.79,0.67,202403.0,145.17,4.93,2.56,5.65,1.14,4.51,2.28,4.07,-0.19,2.43,1.84,4.26,0.27,3.4,1.67,7.86,161.92,4.04,60.83,520123.0___NA__
Abhinav Capital,532057.0,__NA__,Finance & Investments,207.75,15.29,93.0,9.26,16.26,13.37,0.0,15.29,14.22,0.0,14.22,0.0,14.22,3.33,10.89,1.63,9.26,0.0,9.26,0.0,0.0,0.54,93.0,60.56,14.22,3.33,0.0,13.37,14.22,9.26,1.69,1.63,0.0,202403.0,13.13,12.54,0.11,12.65,0.0,12.65,0.49,12.16,2.49,9.68,0.0,9.68,0.0,95.51,73.72,13.98,15.32,10.05,143.86,532057.0___NA__
Abhinav Leasing,538952.0,__NA__,Finance & Investments,2.69,33.73,5.81,0.17,9.83,0.03,0.0,33.73,1.96,0.12,2.08,0.04,2.04,1.81,0.23,0.05,0.17,0.0,0.17,0.0,92.32,0.11,5.81,0.5,1.96,1.81,0.04,0.03,2.04,0.17,0.05,0.05,0.12,202403.0,43.06,2.72,0.0,2.72,0.06,2.66,2.56,0.1,0.01,0.1,0.0,0.1,0.0,6.32,0.23,0.02,24.16,0.6,13.45,538952.0___NA__
Abhishek Finle.,538935.0,__NA__,Finance & Investments,37.0,0.95,15.79,0.21,6.19,0.4,0.0,0.95,0.15,0.11,0.3,0.03,0.27,0.0,0.23,0.06,0.21,-0.04,0.17,0.0,46.32,0.13,15.79,22.11,0.15,0.0,0.03,0.4,0.27,0.17,0.06,0.06,0.11,202403.0,0.45,0.16,0.0,0.18,0.04,0.14,0.0,0.12,0.03,0.09,-0.02,0.09,0.0,35.56,20.0,0.21,0.79,0.13,15.78,538935.0___NA__
Abhishek Infra.,539544.0,__NA__,Construction,7.04,0.0,,-0.26,-4.86,-0.51,0.0,0.0,-0.26,0.0,-0.26,0.0,-0.26,0.0,-0.26,0.0,-0.26,0.0,-0.26,0.0,,0.04,,0.0,-0.26,0.0,0.0,-0.51,-0.26,-0.26,0.0,0.0,0.0,202403.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.11,3.55,539544.0___NA__
Abhishek Integr.,-1.0,AILIMITED,Construction,69.45,25.45,6.88,0.77,14.25,1.28,0.0,25.45,1.75,0.17,1.92,0.13,1.79,0.77,1.02,0.24,0.77,0.0,0.77,0.0,12.53,16.6,6.88,3.03,1.75,0.77,0.13,1.28,1.79,0.77,0.24,0.24,0.17,202403.0,22.55,1.37,0.07,1.44,0.09,1.35,0.44,0.91,0.23,0.67,0.0,0.67,0.0,6.08,2.97,1.12,,,41.82,-1.0_AILIMITED
Abirami Fin.,511756.0,__NA__,Finance & Investments,58.2,0.0,,1.45,5.12,2.69,0.0,0.0,-0.72,1.83,1.11,0.01,1.1,0.01,1.09,-0.36,1.45,0.0,1.45,0.0,,0.27,,,-0.72,0.01,0.01,2.69,1.1,1.45,-0.36,-0.36,1.83,202403.0,0.0,-1.23,19.84,18.61,0.02,18.59,0.0,18.59,4.0,14.6,0.0,14.6,1.2,,,24.33,0.0,1.24,31.43,511756.0___NA__
ABM Knowledge,531161.0,__NA__,Computers - Software - Medium / Small,148.0,78.65,17.62,14.88,8.86,7.44,0.0,78.65,13.86,6.46,20.32,1.17,19.15,0.26,18.89,4.01,14.88,0.0,14.88,2.5,0.0,43.46,17.62,18.92,13.86,0.26,1.17,7.44,19.15,14.88,3.4,4.01,6.46,202403.0,65.65,13.34,4.94,18.28,1.23,17.05,0.32,16.73,3.85,12.88,0.0,12.88,2.56,20.32,19.62,6.44,71.34,12.18,296.03,531161.0___NA__
ABS Marine,-1.0,ABSMARINE,Shipping,357.0,135.16,33.2,24.25,20.01,,,135.16,44.87,-0.19,45.78,13.51,32.27,4.84,26.33,0.91,24.25,-1.1,25.41,0.0,0.0,6.23,33.2,19.36,44.87,4.84,13.51,,32.27,25.41,8.02,0.91,-0.19,202403.0,111.58,28.07,2.23,29.23,13.27,15.96,4.75,12.28,2.07,8.77,1.07,10.22,0.0,25.16,8.43,,,,876.45,-1.0_ABSMARINE
ACC,500410.0,ACC,Cement - North India,2650.0,19958.92,15.34,2156.1,17.27,124.42,0.0,19958.92,3061.66,735.33,3558.99,883.11,2675.88,154.58,2759.3,422.77,2156.1,238.0,2336.53,140.99,29.12,737.2,15.34,10.8,3061.66,154.58,883.11,124.42,2675.88,2336.53,307.12,422.77,735.33,202403.0,22210.18,1924.93,196.27,2187.78,841.32,1346.46,77.28,1202.6,317.39,934.07,-66.58,885.21,173.89,8.67,4.21,47.13,19341.11,1627.35,49763.66,500410.0_ACC
Accedere,531533.0,__NA__,Computers - Software - Medium / Small,85.5,2.56,-0.39,-0.07,-1.57,-0.14,8.74,2.56,-0.01,0.15,0.14,0.21,-0.07,0.01,-0.08,0.02,-0.07,0.0,-0.09,0.0,0.0,0.95,-0.39,-3.52,-0.01,0.01,0.21,-0.14,-0.07,-0.09,0.03,0.02,0.15,202403.0,1.53,-0.02,0.11,0.09,0.19,-0.1,0.0,-0.1,-0.02,-0.03,0.0,-0.08,0.0,-1.31,-5.23,-0.06,2.28,-0.17,43.01,531533.0___NA__
Accel,517494.0,__NA__,Computers - Software - Medium / Small,22.46,167.09,10.18,3.63,8.99,0.6,0.0,167.09,17.01,1.51,18.98,6.87,12.11,7.21,4.44,1.15,3.63,-0.46,3.29,1.73,34.9,57.45,10.18,2.17,17.01,7.21,6.87,0.6,12.11,3.29,1.15,1.15,1.51,202403.0,156.64,18.23,4.32,22.77,7.3,15.47,7.09,8.16,5.32,2.88,-0.22,2.84,1.73,11.64,1.84,0.49,166.52,1.76,129.29,517494.0___NA__
AccelerateBS Ind,543938.0,__NA__,Computers - Software - Medium / Small,339.0,6.78,28.17,0.12,70.92,0.14,0.13,6.78,1.91,-0.89,1.93,0.15,1.78,0.02,0.85,0.83,0.12,-0.91,0.03,0.0,0.0,3.71,28.17,1.77,1.91,0.02,0.15,0.14,1.78,0.03,0.51,0.83,-0.89,202403.0,2.8,0.68,0.07,0.75,0.06,0.69,0.05,0.64,0.26,0.39,0.0,0.39,0.0,24.29,13.93,1.99,,,72.85,543938.0___NA__
Accelya Solution,532268.0,ACCELYA,Computers - Software - Medium / Small,1742.4,505.53,38.41,116.46,56.12,63.49,0.0,469.36,185.5,20.8,194.4,33.79,160.61,2.07,170.44,43.72,117.87,11.9,126.72,97.04,0.0,151.61,39.52,25.11,194.18,1.42,30.98,84.9,172.73,94.77,43.61,42.93,-24.08,202306.0,368.4,134.24,7.85,141.94,35.42,106.52,3.43,103.24,27.04,76.08,0.15,76.19,92.57,36.44,20.65,51.04,494.0,130.86,2601.4,532268.0_ACCELYA
Accent Microcell,-1.0,ACCENTMIC,Pharmaceuticals - Indian - Bulk Drugs & Formln,284.0,245.5,16.08,31.0,57.75,14.34,1.42,245.5,39.48,2.63,43.11,4.43,38.68,1.15,36.53,6.36,31.0,-1.0,30.17,2.1,59.44,11.03,16.08,12.63,39.48,1.15,4.43,14.34,38.68,30.17,6.39,6.36,2.63,202403.0,204.19,19.37,2.78,22.15,4.13,18.02,2.53,15.49,2.48,13.01,0.0,13.01,1.04,9.49,6.37,10.05,,,597.62,-1.0_ACCENTMIC
Accord Synergy,-1.0,ACCORD,Telecommunications - Service Provider,28.3,31.88,1.91,0.39,2.57,1.12,0.0,31.88,0.61,0.14,0.75,0.38,0.37,0.01,0.36,-0.03,0.39,0.0,0.39,0.0,-2.13,13.45,1.91,1.22,0.61,0.01,0.38,1.12,0.37,0.39,0.0,-0.03,0.14,202403.0,20.15,0.45,0.3,0.55,0.46,0.09,0.05,0.24,-0.06,0.1,0.2,0.3,0.0,2.23,0.5,0.86,,,9.83,-1.0_ACCORD
Accuracy Shippi.,-1.0,ACCURACY,Miscellaneous,13.55,708.33,3.39,0.5,5.29,0.03,0.0,708.33,24.04,0.63,24.67,12.98,11.69,11.26,0.43,-0.07,0.5,0.0,0.5,0.0,31.19,17.06,3.39,0.07,24.04,11.26,12.98,0.03,11.69,0.5,0.15,-0.07,0.63,202403.0,877.17,35.31,1.46,36.24,12.34,23.9,12.41,12.02,3.8,7.86,0.53,8.22,0.0,4.03,0.9,0.55,714.53,-2.98,204.0,-1.0_ACCURACY
ACE EduTremd Ltd,530093.0,__NA__,Miscellaneous,3.2,0.0,,-0.16,-1.13,-0.17,0.0,0.0,-0.05,0.0,-0.05,0.05,-0.1,0.0,-0.1,0.07,-0.16,0.0,-0.16,0.0,,0.01,,,-0.05,0.0,0.05,-0.17,-0.1,-0.16,0.0,0.07,0.0,202403.0,0.0,-0.07,0.0,-0.07,0.06,-0.13,0.0,-0.13,0.07,-0.2,0.0,-0.2,0.0,,,-0.22,0.0,-0.09,2.93,530093.0___NA__
Ace Engitech,530669.0,__NA__,Computers - Software - Medium / Small,21.56,0.0,,-0.16,-23.62,-0.48,0.0,0.0,-0.15,0.0,-0.15,0.0,-0.15,0.0,-0.15,0.0,-0.16,0.0,-0.16,0.0,,0.04,,-47.83,-0.15,0.0,0.0,-0.48,-0.15,-0.16,0.0,0.0,0.0,202403.0,0.23,-0.13,0.03,-0.1,0.0,-0.1,0.01,-0.11,0.0,-0.11,0.0,-0.11,0.0,-56.52,-47.83,-0.33,0.0,-0.14,7.12,530669.0___NA__
Ace Integrated,-1.0,ACEINTEG,Computers - Software - Medium / Small,34.19,9.14,1.09,0.41,2.06,0.4,0.0,9.14,0.1,0.44,0.54,0.15,0.39,0.02,0.37,-0.04,0.41,0.0,0.41,0.0,55.14,1.24,1.09,4.49,0.1,0.02,0.15,0.4,0.39,0.41,0.08,-0.04,0.44,202403.0,6.91,0.71,0.14,0.91,0.16,0.75,0.02,0.67,0.2,0.51,-0.06,0.47,0.0,10.27,7.38,0.46,8.03,-0.08,34.87,-1.0_ACEINTEG
Ace Men,539661.0,__NA__,Trading,44.5,0.0,,0.09,3.66,0.29,0.0,0.0,-0.25,0.39,0.14,0.0,0.14,0.03,0.11,0.03,0.09,0.0,0.09,0.0,,0.1,,0.4,-0.25,0.03,0.0,0.29,0.14,0.09,0.03,0.03,0.39,202403.0,7.58,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.01,0.03,0.0,0.03,0.0,0.53,0.4,0.1,4.16,-0.65,13.78,539661.0___NA__
Ace Soft. Exp.,531525.0,__NA__,Computers - Software - Medium / Small,239.0,23.72,2.45,4.95,21.01,7.73,6.85,23.72,0.58,6.04,6.62,0.7,5.92,0.13,5.79,0.44,4.95,0.0,5.35,0.0,-0.55,11.4,2.45,22.55,0.58,0.13,0.7,7.73,5.92,5.35,0.47,0.44,6.04,202403.0,10.32,0.44,0.37,0.85,0.58,0.27,0.11,0.12,0.01,0.16,-0.04,0.12,0.0,4.26,1.55,0.32,7.91,3.31,152.96,531525.0___NA__
Achyut Healthcar,543499.0,__NA__,Trading,56.7,6.14,0.33,0.57,5.09,0.34,0.0,6.14,0.02,0.73,0.75,0.01,0.74,0.0,0.74,0.17,0.57,0.0,0.57,0.0,90.07,0.11,0.33,9.28,0.02,0.0,0.01,0.34,0.74,0.57,0.17,0.17,0.73,202403.0,2.7,-0.27,0.59,0.32,0.01,0.31,0.0,0.31,0.08,0.23,0.0,0.23,0.0,-10.0,8.52,0.16,,,95.4,543499.0___NA__
ACI Infocom,517356.0,__NA__,Computers - Software - Medium / Small,2.44,0.93,19.35,0.09,1.07,0.01,0.0,0.93,0.18,0.0,0.18,0.0,0.18,0.0,0.18,0.1,0.09,0.0,0.09,0.0,49.46,0.11,19.35,9.68,0.18,0.0,0.0,0.01,0.18,0.09,0.05,0.1,0.0,202403.0,0.0,-0.39,0.53,0.14,0.0,0.14,0.0,0.14,0.03,0.1,0.0,0.1,0.0,,18.87,0.01,0.81,0.19,26.96,517356.0___NA__
Acknit Indus.,530043.0,__NA__,Textiles - Products,312.0,220.66,7.65,8.55,11.04,28.13,-0.01,220.66,16.88,0.25,17.13,3.29,13.84,2.38,11.46,2.91,8.55,0.0,8.55,0.46,60.71,7.59,7.65,3.87,16.88,2.38,3.29,28.13,13.84,8.55,2.93,2.91,0.25,202403.0,238.47,18.55,0.0,18.6,3.32,15.28,3.1,12.13,3.11,9.06,-0.05,9.02,0.46,7.78,3.8,29.67,205.19,7.74,94.84,530043.0___NA__
Acme Resources,539391.0,__NA__,Finance & Investments,34.5,9.78,28.63,1.71,2.12,0.66,0.0,9.78,2.8,0.12,2.92,0.0,2.92,0.28,2.64,0.92,1.71,0.0,1.71,0.0,8.08,0.24,28.63,17.48,2.8,0.28,0.0,0.66,2.92,1.71,2.2,0.92,0.12,202403.0,28.87,16.6,0.14,16.74,0.0,16.74,0.22,16.52,4.1,12.42,0.0,12.42,0.0,57.5,43.02,4.82,29.84,12.6,88.81,539391.0___NA__
Acrow India,513149.0,__NA__,Diversified - Medium / Small,750.15,0.0,,1.02,2.68,15.94,0.0,0.0,-1.9,2.81,0.91,0.3,0.61,0.0,0.61,-0.42,1.02,0.0,1.02,0.0,,0.11,,,-1.9,0.0,0.3,15.94,0.61,1.02,0.22,-0.42,2.81,202403.0,0.0,-0.83,0.96,-0.22,0.18,-0.4,0.0,-0.05,-0.07,-0.33,0.35,0.02,0.0,,,0.31,0.0,0.62,48.01,513149.0___NA__
Action Const.Eq.,532762.0,ACE,Engineering,1460.95,2913.8,13.84,328.16,42.25,27.56,0.0,2913.8,403.25,77.1,480.35,23.24,457.11,23.17,433.94,105.74,328.16,0.0,328.2,11.91,69.42,120.66,13.84,11.26,403.25,23.17,23.24,27.56,457.11,328.2,109.92,105.74,77.1,202403.0,2159.68,220.92,41.12,242.18,18.0,224.18,10.29,233.75,60.76,157.04,19.86,172.98,11.91,10.23,7.33,14.41,2691.8,276.9,17397.48,532762.0_ACE
Active Clothing,541144.0,__NA__,Textiles - Products,97.65,212.35,9.85,4.86,9.36,3.13,0.0,212.35,20.92,0.31,21.23,7.27,13.96,8.05,5.91,1.05,4.86,0.0,4.86,0.0,66.73,39.89,9.85,2.29,20.92,8.05,7.27,3.13,13.96,4.86,1.05,1.05,0.31,202403.0,200.49,13.41,0.36,13.77,3.53,10.24,7.21,3.03,0.77,2.26,0.0,2.26,0.0,6.69,1.13,1.46,218.33,3.91,151.48,541144.0___NA__
AD Manum Finance,511359.0,__NA__,Finance & Investments,79.45,11.03,88.4,7.7,15.67,10.27,0.0,11.03,9.75,1.87,11.62,0.05,11.57,1.42,10.15,2.45,7.7,0.0,7.7,0.0,0.0,0.57,88.4,69.81,9.75,1.42,0.05,10.27,11.57,7.7,2.17,2.45,1.87,202403.0,9.19,7.22,0.69,7.64,0.14,7.5,1.12,6.65,1.64,4.84,0.27,5.02,0.0,78.56,52.67,6.69,7.19,3.89,59.58,511359.0___NA__
Adani Energy Sol,539254.0,ADANIENSOL,Power Generation And Supply,1006.25,16607.36,33.57,1047.67,9.0,10.2,0.0,16607.36,5574.71,747.44,6181.93,1776.08,4405.85,2766.51,1779.56,583.95,1047.67,140.22,1195.61,0.0,0.0,951.7,33.57,6.63,5574.71,2766.51,1776.08,10.2,4405.85,1195.61,298.6,583.95,747.44,202403.0,13292.72,4517.81,1583.12,6101.13,1607.74,4493.39,2781.47,1711.72,431.12,1256.48,-0.2,1280.6,0.0,33.99,9.63,11.26,15258.17,1253.92,112246.43,539254.0_ADANIENSOL
Adani Enterp.,512599.0,ADANIENT,Trading,3182.5,96420.98,11.8,3510.12,9.87,28.42,0.0,96420.98,11376.6,1146.39,12938.27,3042.15,9896.12,4554.7,4926.14,1631.51,3510.12,-415.28,3335.27,148.2,52.26,2332.96,11.8,3.75,11376.6,4554.7,3042.15,28.42,9896.12,3335.27,1606.49,1631.51,1146.39,202403.0,127539.5,8817.69,834.23,9999.72,2436.14,7563.58,3968.9,3246.88,1037.94,2664.31,-347.8,2421.6,136.8,6.91,2.09,21.61,101949.85,3763.7,362805.36,512599.0_ADANIENT
Adani Green,541450.0,ADANIGREEN,Power Generation And Supply,1783.05,9220.0,79.37,1263.07,9.81,6.94,0.0,9220.0,7318.0,1262.0,8847.0,1903.0,6944.0,5006.0,1671.0,411.0,1263.07,-267.0,1260.0,0.0,0.0,79.0,79.37,15.69,7318.0,5006.0,1903.0,6.94,6944.0,1260.0,78.0,411.0,1262.0,202403.0,7776.0,4970.0,667.0,5870.0,1300.0,4570.0,2911.0,1426.0,453.0,1132.15,-233.0,973.0,0.0,63.91,14.56,6.15,9291.0,1457.0,282440.93,541450.0_ADANIGREEN
Adani Ports,532921.0,ADANIPORTS,Miscellaneous,1481.5,26710.56,58.36,8865.88,12.93,37.55,0.0,26710.56,15589.41,670.56,17079.94,3888.46,13191.48,2732.94,9638.57,1534.58,8865.88,-819.97,8103.99,1296.09,0.0,1898.35,58.36,33.19,15589.41,2732.94,3888.46,37.55,13191.48,8103.99,1134.73,1534.58,670.56,202403.0,20851.91,10947.13,327.11,12487.3,3424.71,9062.59,2362.64,5486.89,96.04,6290.55,-1213.06,5390.85,1080.08,52.5,30.63,24.58,25610.91,7228.29,320024.58,532921.0_ADANIPORTS
Adani Power,533096.0,ADANIPOWER,Power Generation And Supply,719.75,50351.25,36.2,20832.79,32.25,54.0,0.0,50351.25,18227.62,9883.31,28114.93,3931.33,24183.6,3388.09,20791.51,-37.28,20832.79,-4.0,20828.79,15.43,0.0,644.17,36.2,41.37,18227.62,3388.09,3931.33,54.0,24183.6,20828.79,14.0,-37.28,9883.31,202403.0,38773.3,10096.34,4215.54,14350.46,3303.68,11046.78,3333.5,7674.7,-3051.94,10765.22,-38.58,10726.64,0.0,26.04,27.76,27.81,47229.62,23334.03,277603.16,533096.0_ADANIPOWER
Adani Total Gas,542066.0,ATGL,Miscellaneous,890.25,4474.74,24.67,667.14,21.2,6.07,0.0,4474.74,1103.72,61.92,1165.15,157.88,1007.27,111.45,896.31,228.81,667.14,0.49,667.5,27.5,63.64,67.11,24.67,14.91,1103.72,111.45,157.88,6.07,1007.27,667.5,179.89,228.81,61.92,202403.0,4378.19,869.87,54.2,923.51,113.1,810.41,78.43,732.54,186.05,546.07,0.56,546.49,27.5,19.87,12.47,4.97,4422.57,597.45,97910.59,542066.0_ATGL
Adani Wilmar,543458.0,AWL,Solvent Extraction,334.0,51261.63,2.21,158.12,9.7,1.14,0.0,51261.63,1135.25,240.1,1406.71,363.85,1042.86,749.11,262.39,91.75,158.12,-31.36,147.98,0.0,88.32,421.59,2.21,0.31,1135.25,749.11,363.85,1.14,1042.86,147.98,177.47,91.75,240.1,202403.0,58184.81,961.57,960.73,1925.08,358.46,1566.62,774.92,788.92,235.35,584.07,-2.78,582.12,0.0,1.65,1.0,4.48,51896.23,84.85,43409.25,543458.0_AWL
Adarsh Plant,526711.0,__NA__,Packaging,34.0,18.65,4.08,0.49,11.7,0.49,0.0,18.65,0.76,0.0,0.76,0.06,0.7,0.21,0.49,0.0,0.49,0.0,0.49,0.0,77.05,0.86,4.08,2.63,0.76,0.21,0.06,0.49,0.7,0.49,0.0,0.0,0.0,202403.0,17.2,0.4,0.02,0.42,0.08,0.34,0.21,0.13,0.0,0.14,0.0,0.14,0.0,2.33,0.81,0.14,17.34,0.32,33.69,526711.0___NA__
ADC India,523411.0,__NA__,Telecommunications - Equipment,2100.0,178.74,14.58,20.69,45.23,44.98,0.0,178.74,26.06,1.93,27.99,0.21,27.78,0.03,27.75,7.06,20.69,0.0,20.69,2.3,74.38,4.21,14.58,11.58,26.06,0.03,0.21,44.98,27.78,20.69,5.39,7.06,1.93,202403.0,142.91,10.25,1.1,11.35,0.21,11.14,0.09,11.05,2.87,8.17,0.0,8.17,1.84,7.17,5.72,17.76,169.14,12.9,966.0,523411.0___NA__
Adcon Capital,539506.0,__NA__,Finance & Investments,0.87,1.68,62.5,0.9,3.33,0.05,0.0,1.68,1.05,0.0,1.05,0.0,1.05,0.0,1.05,0.15,0.9,0.0,0.9,0.0,0.0,0.14,62.5,53.57,1.05,0.0,0.0,0.05,1.05,0.9,0.15,0.15,0.0,202403.0,0.56,-0.67,0.0,-0.67,0.0,-0.67,0.0,-0.67,0.01,-0.68,0.0,-0.68,0.0,-119.64,-121.43,-0.02,1.63,0.24,17.25,539506.0___NA__
Add-Shop E-Reta.,541865.0,__NA__,Trading,15.89,203.06,3.74,3.16,6.15,1.12,0.0,203.06,7.59,0.0,7.59,0.5,7.09,1.02,6.07,2.9,3.16,0.0,3.16,0.0,85.8,2.51,3.74,1.56,7.59,1.02,0.5,1.12,7.09,3.16,2.85,2.9,0.0,202403.0,197.33,29.18,-0.15,29.18,0.54,28.64,1.0,27.49,8.32,19.27,-0.15,19.16,0.0,14.79,9.77,6.77,191.57,12.6,44.99,541865.0___NA__
Addi Industries,507852.0,__NA__,Textiles - Products,50.07,0.0,,4.67,8.38,4.33,0.0,0.0,-0.94,7.43,6.49,0.14,6.35,0.02,6.33,1.67,4.67,0.0,4.67,0.0,,0.55,,,-0.94,0.02,0.14,4.33,6.35,4.67,0.92,1.67,7.43,202403.0,0.0,-0.88,22.35,3.17,0.14,3.03,0.01,21.32,4.28,2.37,18.3,17.04,0.0,,,15.78,0.0,3.23,54.06,507852.0___NA__
Addictive Learn,-1.0,LAWSIKHO,Miscellaneous,308.0,63.96,19.64,6.53,440.99,4.1,-26.2,63.96,12.56,0.0,12.56,2.77,9.79,0.0,9.79,3.26,6.53,0.0,6.53,0.0,0.0,7.53,19.64,10.21,12.56,0.0,2.77,4.1,9.79,6.53,2.59,3.26,0.0,202403.0,33.53,5.09,0.01,5.1,0.1,5.0,1.75,3.25,0.78,2.47,0.0,2.47,0.0,15.18,7.37,2470.0,,,490.02,-1.0_LAWSIKHO
Adeshwar Meditex,543309.0,__NA__,Healthcare,27.0,79.85,6.49,2.01,9.55,1.39,0.0,79.85,5.18,0.13,5.31,0.6,4.71,1.92,2.79,0.78,2.01,0.0,2.01,0.0,87.41,1.76,6.49,2.52,5.18,1.92,0.6,1.39,4.71,2.01,0.8,0.78,0.13,202403.0,82.36,5.18,0.31,5.49,0.53,4.96,2.05,2.91,0.83,2.07,0.0,2.07,0.0,6.29,2.51,1.43,,,38.96,543309.0___NA__
ADF Foods,519183.0,ADFFOODS,Food - Processing - Indian,244.25,520.33,20.17,73.79,21.69,6.85,0.14,520.33,104.95,11.06,116.01,15.59,100.42,2.34,98.08,24.28,73.79,0.0,73.79,57.12,46.91,33.54,20.17,14.18,104.95,2.34,15.59,6.85,100.42,73.79,24.67,24.28,11.06,202403.0,450.28,80.84,11.01,88.64,13.74,74.9,2.65,75.46,19.6,53.57,3.21,55.86,11.18,17.95,11.9,5.1,489.8,64.84,2683.41,519183.0_ADFFOODS
Adhbhut Infra.,539189.0,__NA__,Construction,29.07,2.56,83.2,0.87,,0.79,0.0,2.56,2.13,0.24,2.37,1.05,1.32,0.25,1.07,0.2,0.87,0.0,0.87,0.0,0.0,0.12,83.2,33.98,2.13,0.25,1.05,0.79,1.32,0.87,0.2,0.2,0.24,202403.0,2.12,1.04,-11.57,2.03,0.7,1.33,0.23,-11.46,0.21,1.11,-12.56,-11.67,0.0,49.06,52.36,-10.61,3.48,1.2,31.98,539189.0___NA__
Adinath Exim Res,532056.0,__NA__,Finance & Investments,23.88,1.03,71.84,0.56,4.04,1.3,0.0,1.03,0.74,0.0,0.74,0.0,0.74,0.0,0.74,0.18,0.56,0.0,0.56,0.0,0.0,0.06,71.84,54.37,0.74,0.0,0.0,1.3,0.74,0.56,0.18,0.18,0.0,202403.0,1.0,0.68,0.0,0.68,0.0,0.68,0.0,0.68,0.0,0.68,0.0,0.68,0.0,68.0,68.0,1.57,1.02,0.77,10.31,532056.0___NA__
Adinath Textiles,514113.0,__NA__,Textiles - Spinning - Synthetic / Blended,25.91,0.0,,0.48,25.61,0.7,0.0,0.0,-1.15,1.89,0.74,0.06,0.68,0.04,0.64,0.16,0.48,0.0,0.48,0.0,,0.79,,,-1.15,0.04,0.06,0.7,0.68,0.48,0.04,0.16,1.89,202403.0,0.0,-1.09,1.84,0.75,0.07,0.68,0.0,0.68,0.03,0.65,0.0,0.65,0.0,,,0.95,0.0,0.6,17.65,514113.0___NA__
Adit.Birla Money,532974.0,BIRLAMONEY,Finance & Investments,165.15,390.19,42.17,52.97,12.54,9.37,0.0,390.19,164.56,4.82,169.38,8.23,161.15,92.22,68.93,15.96,52.97,0.0,52.97,0.0,0.0,88.89,42.17,13.58,164.56,92.22,8.23,9.37,161.15,52.97,19.62,15.96,4.82,202403.0,266.76,92.1,11.92,104.13,6.66,97.47,50.69,46.67,12.78,33.98,-0.11,33.9,0.0,34.53,12.74,6.01,342.04,43.88,933.24,532974.0_BIRLAMONEY
Aditya AMC,543374.0,ABSLAMC,Finance & Investments,649.3,1353.19,56.24,780.36,34.88,27.09,-11.16,1353.19,760.99,287.39,1048.38,34.6,1013.78,5.63,1008.15,227.79,780.36,0.0,780.36,388.94,0.0,320.76,56.24,57.67,760.99,5.63,34.6,27.09,1013.78,780.36,201.17,227.79,287.39,202403.0,1349.13,827.71,4.58,832.15,34.33,797.82,4.1,793.86,197.48,596.27,0.14,596.38,295.2,61.35,44.2,20.71,1284.58,707.57,18706.3,543374.0_ABSLAMC
