Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization,join_key
Adarsh Plant,526711.0,__NA__,Packaging,34.0,17.96,55.83,10678,8582,3366,36.48,17.5,60.7,2.66,-2.16,7.95,19.83,29.42,26.51,29.21,26.42,67.2,1.75,1.66,1.44,1.36,87.84,98.25,60.63,7256,31.07,15.49,33.69,526711.0___NA__
ADC India,523411.0,__NA__,Telecommunications - Equipment,2098.0,123.14,118.89,7395,10598,6919,2295.0,677.2,2295.0,48.0,0.55,4.69,48.59,1402.53,1068.87,1374.6,1058.64,81.82,211.38,197.81,150.54,135.33,197.17,100.13,59.16,4385,36.59,27.52,965.08,523411.0___NA__
Adcon Capital,539506.0,__NA__,Finance & Investments,0.86,7.41,-56.5,1703053,1664094,577803,2.96,0.65,9.18,0.65,-1.15,12.99,8.75,0.83,1.36,0.82,1.36,68.07,0.01,0.01,-0.01,-0.01,-46.63,-40.83,-26.07,578595,,,17.05,539506.0___NA__
Add-Shop E-Reta.,541865.0,__NA__,Trading,15.89,-37.87,-49.56,70945,52768,44196,43.95,15.01,137.41,6.58,1.53,-3.04,-12.03,18.47,26.97,18.59,27.08,35.48,-0.7,-0.71,-0.82,-0.85,-56.84,-21.92,12.51,167599,,,44.99,541865.0___NA__
Addi Industries,507852.0,__NA__,Textiles - Products,50.07,-10.06,-1.98,2348,935,1153,70.68,30.16,70.68,1.83,0.14,-5.35,-5.72,53.09,50.95,53.22,50.96,42.45,-0.85,-0.8,-0.71,-0.68,52.19,86.41,44.31,7870,31.77,35.22,54.06,507852.0___NA__
Addictive Learn,-1.0,LAWSIKHO,Miscellaneous,307.3,30.7,,59447,43250,30500,364.0,187.5,364.0,187.5,0.05,-4.31,10.78,294.25,287.67,293.72,287.47,52.1,6.92,7.77,7.88,8.12,,,,100335,,,488.91,-1.0_LAWSIKHO
Adeshwar Meditex,543309.0,__NA__,Healthcare,27.0,-11.48,-19.28,6000,0,0,36.0,18.3,42.0,0.0,-2.17,0.0,17.39,29.26,27.48,29.35,27.49,45.56,-0.99,-0.95,-0.49,-0.37,-10.6,2.53,,27383,,,38.96,543309.0___NA__
ADF Foods,519183.0,ADFFOODS,Food - Processing - Indian,242.2,25.13,18.36,453201,843717,234812,262.45,178.55,262.45,2.56,0.14,-0.28,12.81,222.93,208.6,222.16,208.26,60.93,6.08,5.9,4.22,3.76,29.18,9.94,32.46,275407,24.76,33.51,2660.89,519183.0_ADFFOODS
Adhbhut Infra.,539189.0,__NA__,Construction,29.07,3.01,-32.25,7937,3259,1553,363.8,0.0,363.8,0.0,-4.56,-0.75,-2.84,31.96,62.92,32.02,63.24,45.23,-0.13,-0.07,0.12,0.18,-90.77,,,11269,-9.44,,31.98,539189.0___NA__
Adinath Exim Res,532056.0,__NA__,Finance & Investments,23.88,-7.27,-15.09,3062,3638,1688,38.5,16.0,52.5,4.7,-2.45,5.61,9.14,23.97,23.6,23.95,23.59,57.53,0.07,-0.04,-0.4,-0.52,44.6,20.94,19.68,2066,3.96,5.38,10.31,532056.0___NA__
Adinath Textiles,514113.0,__NA__,Textiles - Spinning - Synthetic / Blended,25.92,-6.42,-7.68,4480,2798,2409,31.9,23.21,101.7,1.13,-0.69,-0.31,-3.44,26.84,27.67,26.87,27.68,46.42,-0.26,-0.27,-0.28,-0.28,6.1,67.24,62.13,5331,29.6,30.37,17.66,514113.0___NA__
Adit.Birla Money,532974.0,BIRLAMONEY,Finance & Investments,165.5,58.09,45.19,870373,338062,458476,183.4,57.3,183.4,7.5,-1.05,-3.62,36.37,142.1,114.27,141.08,113.73,63.19,9.98,10.38,10.25,10.32,188.88,43.71,29.66,587646,11.71,23.33,935.23,532974.0_BIRLAMONEY
Aditya AMC,543374.0,ABSLAMC,Finance & Investments,646.75,34.47,34.71,695300,267715,308525,714.75,365.05,722.9,307.0,2.31,-3.55,20.97,579.08,502.74,576.91,501.44,57.28,27.0,29.81,30.12,30.9,69.77,,,228107,,,18632.82,543374.0_ABSLAMC
Aditya Bir. Fas.,535755.0,ABFRL,Textiles - Products,318.1,32.18,29.66,7658044,4862864,5087260,335.25,192.95,359.5,72.45,1.91,-2.01,8.52,289.42,251.93,288.49,251.32,54.43,9.89,11.16,12.85,13.59,46.58,13.26,8.01,5371130,9.12,9.84,32322.2,535755.0_ABFRL
Aditya Birla Cap,540691.0,ABCAPITAL,Finance & Investments,240.25,18.73,40.09,9307704,5179569,8506205,246.95,155.0,264.0,37.35,0.65,-0.27,6.64,224.39,196.22,223.81,195.79,57.76,4.37,4.52,4.76,4.86,21.6,26.65,20.9,6565836,,,62514.92,540691.0_ABCAPITAL
Aditya Consumer,540146.0,__NA__,Trading,85.97,-17.93,31.8,10056,6750,3000,148.75,51.5,237.0,8.82,-1.17,-0.01,3.74,92.99,85.01,93.24,84.99,43.98,-2.83,-3.11,-3.58,-3.76,73.95,19.95,24.87,17591,11.15,,125.8,540146.0___NA__
Aditya Ispat,513513.0,__NA__,Steel - Medium / Small,10.5,3.07,2.97,8417,9956,13093,13.0,7.87,21.05,1.6,0.96,-0.86,-7.14,10.35,10.11,10.35,10.11,50.03,0.05,0.05,0.07,0.07,22.21,9.74,18.24,6397,8.97,4.81,5.61,513513.0___NA__
Aditya Spinners,521141.0,__NA__,Textiles - Spinning - Synthetic / Blended,20.2,-14.11,-23.55,11080,11946,26724,32.0,17.35,32.0,2.86,-1.22,1.54,3.44,20.97,23.21,20.99,23.23,53.01,-0.11,-0.16,-0.28,-0.33,1.49,18.66,40.77,5376,11.47,,33.82,521141.0___NA__
Aditya Vision,540205.0,__NA__,Trading,4500.0,39.95,31.23,19088,20552,20384,5000.0,1595.5,5000.0,15.0,1.15,2.31,39.08,3731.76,3221.52,3702.48,3209.18,75.2,268.77,264.8,208.86,193.89,174.76,92.95,145.39,20356,113.5,,5789.82,540205.0___NA__
Adjia Tech,543269.0,__NA__,Computers - Software - Medium / Small,45.49,33.79,51.13,6400,0,0,45.49,25.65,74.5,22.0,4.98,0.0,4.98,33.84,35.26,33.36,35.16,72.66,2.96,2.52,1.89,1.62,59.33,7.13,,3100,,,4.0,543269.0___NA__
Adline Chem Lab,524604.0,__NA__,Pharmaceuticals - Indian - Formulations,13.12,-54.29,-51.98,392,367,500,28.97,8.74,28.97,4.75,4.96,-0.98,-27.59,19.2,15.0,19.45,15.02,23.24,-3.06,-3.15,-2.76,-2.69,57.5,,15.91,751,-1.07,,7.68,524604.0___NA__
Ador Fontech,530431.0,__NA__,Electrodes - Welding Equipment,144.1,4.92,-5.38,66042,87410,27421,169.7,102.55,169.7,5.71,-0.72,-2.68,10.17,140.49,135.0,140.3,134.9,56.6,2.06,1.96,0.58,0.21,36.93,31.83,22.93,50237,17.3,10.28,504.36,530431.0___NA__
Ador Multi Prod.,523120.0,__NA__,Personal Care - Indian,34.45,-4.09,-18.73,3527,8097,19434,52.6,29.08,155.0,6.66,3.39,-8.51,-5.61,35.19,38.35,35.26,38.4,44.49,-0.26,-0.16,-0.15,-0.13,-34.67,-25.83,-4.09,6875,4.19,8.56,16.1,523120.0___NA__
Ador Welding,517041.0,ADORWELD,Electrodes - Welding Equipment,1405.85,-0.39,-9.84,85154,54660,31583,1770.0,1022.0,1770.0,74.05,-0.42,6.46,11.69,1356.68,1343.08,1354.43,1342.39,59.31,12.84,8.57,2.77,0.25,28.74,27.44,32.66,48964,20.64,19.04,1911.96,517041.0_ADORWELD
Adroit Info.,532172.0,ADROITINFO,Computers - Software - Medium / Small,18.42,14.32,11.44,57407,48832,48809,24.95,11.65,63.75,0.51,1.66,-3.05,-5.13,18.93,17.53,18.96,17.52,36.01,-0.28,-0.25,-0.19,-0.17,45.54,24.19,18.79,104887,-11.71,6.72,39.92,532172.0_ADROITINFO
Advait Infratech,543230.0,__NA__,Construction,1700.0,38.49,192.16,34703,17627,13609,1950.0,322.35,1950.0,25.0,-1.59,-1.34,18.91,1582.05,1127.73,1576.11,1121.7,55.0,56.47,61.35,76.22,81.16,413.19,289.2,,33881,,,1735.31,543230.0___NA__
Advance Lifes.,521048.0,__NA__,Textiles - Jute - Yarn / Products,45.99,-1.38,0.11,590,660,537,64.8,25.24,64.8,3.93,0.28,2.73,-1.27,44.33,43.07,44.26,43.04,53.7,0.08,-0.04,0.07,0.07,72.73,,,1099,25.26,21.52,28.63,521048.0___NA__
Advance Meter.,534612.0,__NA__,Electric Equipment,38.49,-3.32,-38.77,30578,21712,12484,64.62,25.95,64.62,5.81,-0.75,1.95,-9.6,42.9,40.02,43.07,40.03,39.34,-2.16,-2.25,-1.9,-1.84,38.06,45.38,12.0,24352,7.1,8.07,61.81,534612.0___NA__
Advance Petroch.,506947.0,__NA__,Chemicals,288.0,41.07,60.49,377,0,0,396.15,108.3,462.0,13.0,0.0,0.0,15.55,210.5,173.28,207.34,172.12,79.05,20.82,18.16,10.63,8.08,-30.94,96.43,,122,43.05,30.54,25.92,506947.0___NA__
Advance Syntex,539982.0,__NA__,Textiles - Spinning - Synthetic / Blended,7.3,9.12,-19.16,2817,0,0,9.65,4.23,45.4,4.23,0.0,0.0,-13.61,7.44,7.88,7.45,7.88,46.48,0.09,0.13,0.13,0.14,14.78,-15.27,-18.3,8204,-13.06,,8.1,539982.0___NA__
Advanced Enzyme,540025.0,ADVENZYMES,Pharmaceuticals - Indian - Bulk Drugs & Formln,378.1,4.63,1.38,388165,192933,272011,425.15,273.65,503.7,91.05,-0.96,-0.7,5.22,374.52,357.76,374.23,357.52,53.76,2.12,1.85,1.65,1.53,36.63,-2.16,17.26,324792,2.13,,4228.11,540025.0_ADVENZYMES
Advani Hotels.,523269.0,ADVANIHOTR,Hotels,71.26,-7.18,29.75,193737,105830,88242,91.65,39.3,91.65,4.01,-0.56,-2.42,7.2,73.67,66.93,73.75,66.88,48.15,-0.65,-0.72,-1.05,-1.14,61.11,28.68,18.49,250811,13.23,11.56,658.7,523269.0_ADVANIHOTR
Advik Capital,539773.0,__NA__,Finance & Investments,2.58,-10.87,-11.19,688621,696462,645859,4.35,1.9,6.12,0.28,4.88,2.07,1.65,2.57,2.75,2.57,2.75,47.49,-0.04,-0.04,-0.04,-0.04,21.18,-0.4,11.46,4713248,-3.69,,110.47,539773.0___NA__
Aegis Logistics,500003.0,AEGISLOG,Trading,873.0,102.45,149.56,1370512,928276,1405319,914.0,280.0,914.0,2.66,0.02,8.37,23.48,698.11,505.39,690.98,501.7,70.62,48.36,46.7,48.3,48.28,171.92,35.09,34.2,1216293,24.43,42.05,30642.3,500003.0_AEGISLOG
Aeonx Digital,524594.0,__NA__,Trading,135.0,8.71,2.98,10224,6800,11476,216.4,85.0,257.3,4.06,0.15,-2.57,25.8,122.23,124.63,121.72,124.53,57.78,7.44,7.95,7.97,8.1,40.75,10.65,30.15,9008,7.8,17.12,62.1,524594.0___NA__
Aeroflex,543972.0,AEROFLEX,Steel - Medium / Small,162.4,18.48,2.01,1125962,1606091,739947,197.4,114.4,197.4,114.4,1.53,-0.77,18.7,145.87,148.93,145.29,148.82,65.83,5.47,5.35,3.87,3.47,,,,1231852,,,2100.19,543972.0_AEROFLEX
Aerpace Indus,534733.0,__NA__,Trading,30.91,117.43,471.89,329878,508273,1394581,30.91,2.53,30.91,0.28,1.98,8.21,45.09,21.71,12.69,21.36,12.51,95.27,2.62,2.53,2.28,2.2,513.56,102.13,102.05,283017,21.33,33.95,422.46,534733.0___NA__
Aether Industri.,543534.0,AETHER,Chemicals,919.85,12.94,2.24,169947,432796,983994,1135.95,761.55,1210.8,699.85,-0.28,4.93,14.73,844.96,866.39,841.8,865.82,70.37,21.9,19.17,14.38,12.5,-13.62,,,134175,,,12192.64,543534.0_AETHER
Affle India,542752.0,AFFLE,Computers - Software - Medium / Small,1357.9,23.05,2.61,865245,2016652,612531,1394.0,988.15,1511.0,153.18,1.06,2.04,18.15,1196.36,1139.08,1190.34,1137.02,65.28,48.26,46.45,38.69,36.29,22.57,14.99,,335251,,,19038.99,542752.0_AFFLE
Affordable Robo.,541402.0,__NA__,Engineering,559.0,20.01,2.32,31076,37560,29040,851.18,409.5,851.18,19.26,0.45,0.1,-11.58,553.96,521.87,553.86,521.52,46.54,0.52,1.8,7.93,9.79,13.18,76.18,42.69,27647,,,628.65,541402.0___NA__
AFLOAT Enterpris,543377.0,__NA__,Trading,12.0,14.29,-3.61,11429,0,0,16.0,7.75,16.0,5.4,0.0,0.0,12.15,11.2,10.37,11.17,10.36,55.34,0.1,0.03,-0.17,-0.24,55.84,,,27340,,,5.47,543377.0___NA__
Agarwal Float,-1.0,AGARWALFT,Trading,65.15,16.34,10.99,43500,31500,30000,72.8,33.0,72.8,30.0,0.0,14.2,1.8,59.36,55.81,59.12,55.71,65.82,0.18,-0.44,-1.34,-1.72,88.84,,,23216,,,47.19,-1.0_AGARWALFT
Agarwal Fortune,530765.0,__NA__,Trading,23.25,-1.17,2.06,1600,1673,2586,44.65,12.15,44.65,1.0,-2.02,-5.83,-3.54,24.88,23.35,24.93,23.34,45.91,-0.25,-0.22,-0.15,-0.12,104.92,91.48,83.52,2974,49.08,27.2,8.16,530765.0___NA__
Agarwal Indl.,531921.0,AGARIND,Petrochemicals,1172.0,36.56,21.81,190037,79673,60191,1250.0,603.95,1250.0,12.6,1.74,-3.28,31.41,999.98,912.94,993.77,910.53,63.49,72.85,77.15,69.81,69.05,81.39,49.81,57.62,99809,7.6,24.32,1753.05,531921.0_AGARIND
AGI Greenpac,500187.0,AGI,Packaging,703.1,-8.28,-15.66,148727,73331,72789,1089.0,559.55,1089.0,5.97,-0.16,-0.5,8.04,718.25,745.4,718.82,745.81,50.81,0.2,0.01,-3.46,-4.38,21.99,40.76,55.95,252368,30.13,24.28,4548.89,500187.0_AGI
AGI Infra,539042.0,__NA__,Construction,853.95,-9.06,0.82,1475,1000,520,1125.0,525.0,1125.0,37.7,-0.18,1.63,-0.87,872.17,819.31,872.85,818.94,49.27,-8.1,-9.44,-10.81,-11.49,51.35,104.8,71.81,3187,22.78,,1043.27,539042.0___NA__
Agio Paper,516020.0,__NA__,Paper,4.3,-36.58,7.5,923,316,307,7.74,2.8,42.95,0.65,-1.38,-0.92,-4.66,4.48,4.28,4.49,4.28,45.24,-0.04,-0.04,-0.06,-0.06,11.69,25.99,10.93,2776,1.59,4.42,6.94,516020.0___NA__
Agni Green,-1.0,AGNI,Electric Equipment,52.35,-15.56,101.35,108026,114375,42500,84.7,20.3,84.7,17.0,-2.24,-4.12,0.48,58.43,50.89,58.68,50.88,43.31,-1.87,-1.88,-2.26,-2.36,128.6,,,103344,,,102.26,-1.0_AGNI
Agri-Tech India,537292.0,AGRITECH,Miscellaneous,198.3,-4.2,2.67,21747,15623,22080,262.05,98.0,262.05,4.76,0.28,-0.48,5.12,196.5,186.59,196.45,186.48,51.81,0.97,0.99,0.41,0.27,96.46,63.13,26.13,35784,19.12,35.08,117.8,537292.0_AGRITECH
Agro Phos India,-1.0,AGROPHOS,Fertilizers,47.37,12.61,-1.12,180196,83789,59497,65.75,32.9,155.4,4.95,1.61,-0.87,8.04,45.0,42.86,44.93,42.82,54.27,0.75,0.78,0.75,0.75,31.69,51.91,-11.39,159582,12.45,,96.04,-1.0_AGROPHOS
Agro Tech Foods.,500215.0,ATFL,Food - Processing - Indian,724.5,2.14,-16.29,320817,83740,44992,1090.0,644.45,1149.75,61.55,0.96,-3.09,6.39,718.5,774.09,718.53,774.66,51.78,6.57,7.29,3.12,2.26,-16.24,-9.16,7.33,55751,5.42,1.96,1765.58,500215.0_ATFL
AGS Transact,543451.0,AGSTRA,Computers - Hardware,79.87,7.99,-13.04,966726,552041,461320,126.75,54.15,181.85,44.0,-0.39,-8.3,10.59,78.33,78.64,78.25,78.63,51.0,2.98,3.47,2.96,2.95,40.54,,,762370,,,976.44,543451.0_AGSTRA
Ahasolar Technol,543941.0,__NA__,Trading,327.0,-25.1,8.21,13979,9700,9200,657.75,203.0,657.75,203.0,-4.08,-3.17,0.4,389.89,375.21,391.89,375.56,40.02,-15.98,-16.28,-18.07,-18.59,,,,23842,,,100.8,543941.0___NA__
Ahimsa Industrie,-1.0,AHIMSA,Plastics Products,18.9,21.94,,90000,6000,6000,18.9,8.6,31.8,7.95,3.28,3.28,24.75,16.01,22.35,15.89,22.38,73.08,1.22,1.05,0.57,0.4,110.0,,-9.45,38400,-5.22,,10.35,-1.0_AHIMSA
Ahlada Engineers,-1.0,AHLADA,Steel - Medium / Small,116.6,-1.96,-24.62,109902,69494,36149,167.35,90.65,248.0,36.3,1.57,-2.64,-13.1,122.36,119.4,122.66,119.45,39.96,-2.65,-2.37,-1.14,-0.76,1.06,-18.7,9.34,112533,,,150.67,-1.0_AHLADA
Ahluwalia Contr.,532811.0,AHLUCONT,Construction,1241.3,14.69,64.87,165227,117792,65839,1389.0,602.95,1389.0,15.15,-0.43,3.97,6.38,1173.63,978.33,1170.64,975.64,57.29,14.63,12.89,12.11,11.47,105.35,45.57,28.79,111889,20.68,26.03,8315.15,532811.0_AHLUCONT
Ahm. Steelcraft,522273.0,__NA__,Trading,105.3,181.38,249.85,1165,1717,1610,105.3,18.0,105.3,4.57,2.0,8.22,45.49,69.99,44.85,68.63,44.26,98.09,10.88,10.71,10.21,10.05,460.48,83.9,53.28,1810,26.52,12.8,43.07,522273.0___NA__
AI Champ.Inds.,532806.0,__NA__,Textiles - Jute - Yarn / Products,56.9,3.51,-5.23,5346,2239,759,70.5,28.2,229.01,6.24,6.53,-2.59,0.77,55.21,49.55,55.28,49.51,44.57,-0.17,0.04,0.49,0.66,73.24,47.93,33.85,2675,12.04,11.87,174.99,532806.0___NA__
AIA Engineering,532683.0,AIAENG,Castings & Forgings,4224.55,3.85,17.34,116464,46374,41836,4630.0,3100.75,4630.0,75.3,1.1,-2.74,13.66,3905.96,3695.87,3894.83,3691.02,64.36,120.97,123.33,100.98,95.99,30.56,24.77,18.26,88700,17.01,18.31,39846.12,532683.0_AIAENG
Aik Pipes & Poly,544072.0,__NA__,Plastics Products,128.5,9.64,16.1,16000,11600,11200,152.2,96.5,152.2,96.5,0.39,1.59,7.47,123.13,115.68,122.93,115.55,53.77,1.26,1.23,1.35,1.37,,,,44139,,,81.76,544072.0___NA__
Aimco Pesticides,524288.0,__NA__,Pesticides / Agrochemicals - Indian,100.0,-2.02,-23.06,21490,11096,13562,145.0,89.0,271.0,4.02,-0.7,0.28,11.28,101.99,112.33,102.04,112.45,49.57,0.23,0.3,0.17,0.16,-14.47,-5.28,-2.87,13851,-6.5,19.26,95.83,524288.0___NA__
Aimtron,-1.0,AIMTRON,Electronics - Components,573.0,,,382200,493800,158400,573.0,240.1,573.0,240.1,4.99,15.02,,324.05,273.31,315.0,270.57,90.5,68.88,63.57,47.08,41.63,,,,382200,,,1169.71,-1.0_AIMTRON
Aion-Tech Soluti,531439.0,GOLDTECH,Computers - Software - Medium / Small,145.05,6.32,-3.22,148149,427426,315097,173.7,68.1,272.8,2.38,2.69,-1.98,21.66,128.29,122.43,127.77,122.24,60.27,4.2,3.6,1.33,0.61,99.79,122.63,70.86,66956,49.53,32.14,501.61,531439.0_GOLDTECH
Airan,543811.0,AIRAN,Computers - Software - Medium / Small,31.74,21.6,-10.46,481725,725320,597073,37.0,16.95,189.51,8.2,2.16,4.33,15.93,27.38,25.45,27.23,25.39,70.95,1.23,1.17,0.99,0.92,78.05,3.47,5.7,497774,-12.0,,396.82,543811.0_AIRAN
Airo Lam,-1.0,AIROLAM,Miscellaneous,139.75,-13.87,-0.18,11542,7056,7687,196.8,85.55,196.8,14.45,-1.96,0.58,-2.17,149.32,139.84,149.6,139.82,43.96,-2.25,-2.34,-2.5,-2.56,58.11,60.46,35.59,39937,,,209.65,-1.0_AIROLAM
Ajanta Pharma,532331.0,AJANTPHARM,Pharmaceuticals - Indian - Formulations,2287.15,0.74,2.43,73790,70008,47961,2540.0,1378.5,2540.0,4.03,0.0,-1.8,-1.97,2320.1,2081.5,2321.44,2079.44,41.02,-10.77,-6.82,3.16,6.65,54.63,17.35,29.15,183070,12.2,18.5,28799.28,532331.0_AJANTPHARM
Ajanta Soya,519216.0,__NA__,Miscellaneous,31.63,-3.57,-7.59,151666,67483,85914,39.78,24.0,69.38,0.72,7.29,-0.44,8.74,28.96,30.48,28.94,30.49,54.08,0.36,0.36,0.28,0.26,2.54,8.2,43.35,133846,19.34,24.75,254.55,519216.0___NA__
Ajcon Global,511692.0,__NA__,Finance & Investments,33.05,-2.96,-32.59,4326,3380,7160,51.4,25.25,59.4,3.25,-0.15,2.19,-8.94,34.28,34.68,34.33,34.7,47.69,-0.54,-0.6,-0.5,-0.49,-0.75,6.05,2.68,3997,4.09,8.09,20.23,511692.0___NA__
Ajel,530713.0,__NA__,Computers - Software - Converts,15.0,-9.2,-7.72,5330,7458,2524,20.66,7.51,67.0,1.62,2.04,-5.16,-3.29,15.33,14.66,15.36,14.66,45.16,-0.09,-0.06,-0.05,-0.04,63.33,49.72,21.82,7973,17.37,14.19,17.48,530713.0___NA__
Ajmera Realty,513349.0,AJMERA,Construction,681.5,-10.08,52.1,75540,49693,37528,887.45,326.35,1547.6,45.75,1.14,-6.21,1.32,714.47,610.52,716.13,609.89,41.19,-10.41,-9.33,-11.33,-11.56,79.32,34.33,31.79,202894,17.33,23.6,2417.97,513349.0_AJMERA
Ajooni Biotech,-1.0,AJOONI,Food - Processing - Indian,5.45,-3.13,-9.62,3542515,4151763,8842558,6.9,3.4,20.91,1.4,3.61,2.73,-13.77,5.6,5.43,5.62,5.43,40.98,-0.24,-0.26,-0.22,-0.22,41.78,-29.78,10.66,1034959,,,93.86,-1.0_AJOONI
Ajwa Fun World,526628.0,__NA__,Recreation / Amusement Parks,38.39,84.48,34.89,508,0,0,38.39,14.99,38.39,2.42,4.98,0.0,79.23,26.33,21.4,25.84,21.23,85.73,3.23,2.73,1.54,1.12,143.13,80.85,,696,5.02,18.29,24.53,526628.0___NA__
Akanksha Power,-1.0,AKANKSHA,Electric Equipment,130.2,66.38,104.45,215474,362500,278000,147.95,62.0,147.95,62.0,-2.18,11.19,62.32,101.01,87.72,99.7,87.27,75.38,10.68,10.06,7.54,6.75,,,,186777,,,241.1,-1.0_AKANKSHA
Akar Auto Indust,530621.0,__NA__,Auto Ancillaries,102.5,-12.89,-33.19,23401,20180,37004,169.7,80.26,169.7,5.28,0.74,3.51,-3.6,109.67,111.55,109.99,111.65,42.5,-3.72,-4.04,-4.06,-4.14,6.72,58.92,27.37,16982,13.04,23.58,110.59,530621.0___NA__
Akash InfraProj.,-1.0,AKASH,Construction,33.48,-3.19,-26.78,31973,27406,39141,50.6,25.3,281.0,22.5,0.39,-1.51,-4.44,35.4,35.48,35.48,35.5,39.77,-0.68,-0.68,-0.74,-0.76,17.02,-48.19,-11.95,66646,-4.71,,56.46,-1.0_AKASH
AKG Exim,-1.0,AKG,Trading,22.23,12.41,-8.85,163901,59528,54311,32.6,17.6,49.91,8.3,-1.85,0.71,5.59,21.72,23.11,21.68,23.11,54.51,0.36,0.38,0.5,0.53,-23.99,22.9,18.85,217695,,,70.63,-1.0_AKG
AKI India,542020.0,AKI,Leather / Leather Products,25.74,13.36,-22.38,211762,129704,97598,32.5,10.55,32.5,0.0,2.51,-1.61,12.85,23.62,22.38,23.56,22.36,53.12,0.95,1.06,1.15,1.2,10.37,142.08,78.39,146091,,,220.74,542020.0_AKI
AKM Creations,540718.0,__NA__,Trading,121.7,20.26,95.97,10105,28125,21000,127.5,0.0,127.5,0.0,4.87,5.69,8.66,109.81,81.95,109.32,81.55,84.02,1.78,1.25,1.14,0.97,81.64,,40.73,26916,,,158.36,540718.0___NA__
Akme Fintrade,544200.0,AFIL,Finance & Investments,118.0,,,1870242,1870242,120856,134.7,113.2,134.7,113.2,-1.94,,,132.59,133.15,133.09,133.28,,-1.45,-0.53,-0.37,-0.11,,,,1870242,,,503.57,544200.0_AFIL
Aksh Optifibre,532351.0,AKSHOPTFBR,Cables - Telephone,8.23,-7.68,-40.58,293707,270254,480372,15.85,7.84,96.95,2.68,0.73,-2.97,-7.68,8.88,9.88,8.9,9.9,35.56,-0.14,-0.12,-0.12,-0.11,-2.16,-6.52,-6.28,902173,-10.24,-10.22,133.89,532351.0_AKSHOPTFBR
Akshar Spintex,541303.0,AKSHAR,Textiles - Cotton/Blended,2.6,6.53,-25.43,1094953,1072780,1272351,7.08,2.1,11.16,0.44,-0.38,0.38,-3.33,2.64,3.67,2.64,3.68,52.14,0.0,0.0,0.01,0.01,-52.02,43.14,17.21,4341265,,,78.0,541303.0_AKSHAR
AksharChem (I),524598.0,AKSHARCHEM,Dyes And Pigments,324.8,19.89,17.66,27293,37703,27381,365.5,230.0,945.0,5.75,-0.22,1.86,27.37,279.95,274.47,278.09,273.96,75.76,14.83,13.53,8.04,6.35,36.34,-1.99,3.51,30145,-11.91,7.13,260.92,524598.0_AKSHARCHEM
Akzo Nobel,500710.0,AKZOINDIA,Paints / Varnishes,2865.6,15.85,6.92,20113,13281,15337,3076.4,2265.1,3076.4,214.05,1.07,-3.31,10.52,2667.63,2567.19,2660.78,2564.5,60.83,82.28,88.36,82.43,82.47,16.55,6.48,9.56,18672,6.34,9.71,13050.02,500710.0_AKZOINDIA
Alacrity Sec.,535916.0,__NA__,Finance & Investments,92.9,48.62,234.65,25667,10500,4000,107.3,11.0,107.3,0.0,3.06,1.53,5.1,85.06,53.24,84.74,52.84,55.02,0.97,0.91,1.21,1.27,657.75,,,64345,45.59,28.03,224.45,535916.0___NA__
Alan Scott Inds.,539115.0,__NA__,Textiles - Products,81.3,-6.17,-9.04,5066,5480,10886,118.88,38.31,247.71,4.49,4.16,-0.03,19.12,72.05,74.63,71.81,74.59,61.4,2.29,2.01,0.8,0.43,67.38,59.16,,5346,48.9,,29.02,539115.0___NA__
Alankit,531082.0,ALANKIT,Computers - Software - Medium / Small,20.89,15.04,8.4,1402975,1271608,2925707,23.6,9.25,88.75,0.02,1.16,4.98,-5.49,19.56,17.01,19.52,16.98,55.77,0.03,-0.02,0.21,0.26,122.04,-5.79,-7.59,1433026,-7.17,15.45,566.42,531082.0_ALANKIT
Albert David,524075.0,ALBERTDAVD,Pharmaceuticals - Indian - Bulk Drugs & Formln,1339.95,21.27,37.44,26410,44272,135820,1607.9,584.85,1607.9,40.0,-1.56,0.52,21.64,1211.21,1078.21,1205.09,1075.36,65.39,45.27,41.5,39.42,37.96,128.61,41.27,28.11,26992,23.27,23.5,765.06,524075.0_ALBERTDAVD
Alchemist Corp.,531409.0,__NA__,Trading,12.7,-19.95,-11.82,368,0,0,19.43,10.7,120.0,4.36,-4.94,0.0,-10.93,15.72,15.35,15.81,15.37,8.15,-0.53,-0.44,-0.41,-0.37,-0.89,19.29,-1.27,1508,14.4,-0.4,6.24,531409.0___NA__
Alembic,506235.0,ALEMBICLTD,Construction,112.9,19.68,19.68,2435368,2623829,1488850,116.79,70.95,143.3,5.44,1.11,-2.88,13.25,100.78,91.81,100.33,91.61,63.1,3.66,3.56,2.9,2.71,54.76,-3.91,26.57,1835745,19.77,18.19,2899.06,506235.0_ALEMBICLTD
