Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter,join_key
Accedere,531533.0,__NA__,Computers - Software - Medium / Small,85.5,43.01,,0.0,10.61,-1.92,0.07,-1.71,81.46,-0.17,0.0,34.11,40.92,0.5,8.06,0.0,6.0,0.0,6.0,5.0,0.55,1.16,1956.0,81.46,-1.78,52.75,3.7,,158.26,-1.5,,52.75,,52.75,,18.54,0.0,0.0,0.0,0.0,8.2,-2.27,-1.75,-0.73,2365.0,531533.0___NA__
Accel,517494.0,__NA__,Computers - Software - Medium / Small,22.42,129.06,35.57,1.32,1.98,1.95,1.13,5.67,71.62,6.34,0.0,34.11,193.2,5.76,11.34,7.67,0.91,0.0,7.0,3.0,0.9,2.85,13493.0,71.62,7.88,75.95,3.7,,25.95,6.43,12.4,-35.59,158.74,75.95,47.2,28.11,0.0,0.0,0.0,0.24,10.89,10.63,1.5,3.77,13181.0,517494.0___NA__
AccelerateBS Ind,543938.0,__NA__,Computers - Software - Medium / Small,339.0,72.85,607.05,0.0,18.63,4.12,0.14,5.5,70.72,2.49,0.0,34.11,71.16,0.21,18.2,,31.29,0.0,3.0,3.0,2.33,1.33,247.0,70.72,2.24,45.76,3.7,,27.99,36.7,7.56,45.76,,45.76,,29.29,0.0,0.0,0.0,0.0,,,,,197.0,543938.0___NA__
Accelya Solution,532268.0,ACCELYA,Computers - Software - Medium / Small,1744.9,2605.14,22.35,3.72,8.99,32.54,0.04,44.25,74.66,6.87,0.0,34.11,2535.67,1.49,193.58,,3.63,0.0,8.0,4.0,1.3,1.34,33673.0,74.66,58.48,59.87,3.7,,47.65,46.68,525.87,59.87,,59.87,,24.31,0.39,0.12,0.21,0.65,175.99,37.7,21.78,30.36,31535.0,532268.0_ACCELYA
Accent Microcell,-1.0,ACCENTMIC,Pharmaceuticals - Indian - Bulk Drugs & Formln,284.0,597.62,19.28,0.0,3.64,27.17,0.08,70.14,55.09,7.39,0.0,34.7,537.92,2.1,77.85,2.72,3.45,0.0,5.0,4.0,2.15,2.58,2418.0,55.09,47.47,35.56,3.58,,51.96,18.88,158.48,83.21,86.54,35.56,134.19,43.26,0.03,,,1.62,,29.26,12.47,34.11,,-1.0_ACCENTMIC
Accord Synergy,-1.0,ACCORD,Telecommunications - Service Provider,28.3,9.83,25.21,0.0,0.66,2.26,0.0,2.7,71.99,3.78,0.0,50.0,9.8,0.35,42.66,-0.94,5.97,0.0,6.0,1.0,1.84,1.2,220.0,71.99,3.35,107.16,2.25,,111.29,2.11,32.83,107.16,,107.16,,28.01,0.0,0.0,0.0,0.0,41.53,0.6,0.57,0.7,206.0,-1.0_ACCORD
Accuracy Shippi.,-1.0,ACCURACY,Miscellaneous,13.54,203.85,407.74,0.18,1.76,0.18,0.94,0.45,63.69,3.99,0.0,38.47,301.21,15.06,7.71,8.95,1.47,0.0,5.0,1.0,2.51,2.43,47953.0,63.69,5.09,59.49,3.17,,76.2,4.2,2.4,25.51,63.11,59.49,29.13,36.29,0.03,0.03,0.0,0.0,7.13,11.02,2.68,7.59,29298.0,-1.0_ACCURACY
ACE EduTremd Ltd,530093.0,__NA__,Miscellaneous,3.2,2.93,,0.0,0.33,-1.25,0.0,-1.81,5.01,-3.44,0.0,94.56,2.91,0.92,9.56,,1.45,,6.0,3.0,0.0,1.46,3652.0,5.01,-3.72,,4.67,,,-0.79,,,,,,94.99,0.0,0.0,0.0,0.0,9.74,-1.44,-1.53,-2.22,3637.0,530093.0___NA__
Ace Engitech,530669.0,__NA__,Computers - Software - Medium / Small,21.56,7.12,,0.0,12.72,-14.88,0.0,-25.2,27.87,-2.14,0.0,34.11,7.02,0.33,1.7,,1.73,0.0,4.0,3.0,0.0,1.92,3207.0,27.87,-60.0,,3.7,,,-16.85,,,,,,67.59,0.0,0.0,0.0,4.54,2.15,-12.99,-8.66,-14.29,3131.0,530669.0___NA__
Ace Integrated,-1.0,ACEINTEG,Computers - Software - Medium / Small,34.19,34.87,85.08,0.0,1.84,2.0,0.01,2.19,73.53,1.24,0.0,34.11,31.85,1.02,18.66,8.77,11.61,0.0,6.0,2.0,0.45,1.08,2336.0,73.53,2.69,183.7,3.7,,372.99,1.91,12.99,180.8,55.04,183.7,52.14,26.47,0.0,0.0,0.0,0.0,18.09,3.88,2.37,2.8,1995.0,-1.0_ACEINTEG
Ace Men,539661.0,__NA__,Trading,45.99,14.24,158.32,0.0,3.68,1.61,0.0,2.35,2.55,0.98,0.0,34.16,14.21,0.31,12.49,,0.04,0.0,6.0,2.0,0.0,1.45,1197.0,2.55,3.66,,3.16,,,3.06,9.03,,,,,97.45,0.0,0.0,0.0,0.0,12.2,1.06,0.42,0.8,1167.0,539661.0___NA__
Ace Soft. Exp.,531525.0,__NA__,Computers - Software - Medium / Small,243.75,156.0,31.51,0.0,5.19,17.66,0.06,19.78,74.96,3.95,0.0,34.11,152.83,0.64,47.0,-0.11,2.84,0.0,4.0,4.0,0.78,1.01,3619.0,74.96,24.62,19.7,3.7,,105.41,14.98,90.44,19.7,,19.7,,25.03,0.0,0.0,0.0,0.0,42.65,1.29,0.72,0.81,3677.0,531525.0___NA__
Achyut Healthcar,543499.0,__NA__,Trading,56.7,95.4,167.37,0.0,3.1,3.72,0.0,3.92,44.8,0.78,0.0,34.16,95.03,1.68,18.28,17.28,107.05,38.52,5.0,3.0,0.4,1.06,179.0,44.8,5.95,16.05,3.16,,552.85,2.39,11.8,17.37,19.8,16.05,21.12,55.2,0.0,0.0,0.0,0.0,10.38,2.63,1.82,1.95,167.0,543499.0___NA__
ACI Infocom,517356.0,__NA__,Computers - Software - Medium / Small,2.44,26.96,299.5,0.0,1.59,0.53,0.0,0.53,22.88,0.7,0.0,34.11,26.94,11.05,1.53,2.0,87.88,,7.0,4.0,0.05,1.01,66614.0,22.88,1.15,0.0,3.7,,2719.84,1.06,0.53,0.0,,0.0,0.0,77.12,0.0,0.0,0.0,0.0,1.52,0.84,0.58,0.6,59363.0,517356.0___NA__
Acknit Indus.,530043.0,__NA__,Textiles - Products,312.0,94.84,11.09,0.48,1.21,5.93,0.74,11.46,50.34,9.11,0.0,31.14,152.6,0.3,259.24,2.1,0.59,0.0,2.0,4.0,1.53,1.83,2154.0,50.34,7.78,55.73,2.37,,160.91,8.89,405.03,214.48,33.35,55.73,192.1,49.66,0.0,0.0,0.0,0.0,231.55,12.88,6.48,13.71,2222.0,530043.0___NA__
Acme Resources,539391.0,__NA__,Finance & Investments,33.1,85.21,49.84,0.0,0.66,1.2,0.09,1.35,73.43,3.0,0.0,23.18,96.67,2.57,49.44,0.11,11.51,0.0,3.0,3.0,0.07,1.12,4036.0,73.43,10.5,0.0,1.78,,663.94,2.02,27.18,2970.82,180.19,0.0,3151.01,26.57,0.0,0.0,0.0,0.0,48.78,13.21,9.44,10.41,3697.0,539391.0___NA__
Acrow India,513149.0,__NA__,Diversified - Medium / Small,760.0,48.64,47.69,0.0,2.09,4.42,0.0,4.48,54.63,1.27,0.0,36.52,48.63,0.06,363.75,,35.85,,4.0,2.0,0.0,0.99,1357.0,54.63,2.77,,1.93,,,2.56,361.16,,,,,45.37,0.0,0.0,0.0,0.0,347.66,-1.8,-1.48,-1.48,1394.0,513149.0___NA__
Action Const.Eq.,532762.0,ACE,Engineering,1462.9,17420.72,53.12,0.07,14.18,17.42,0.0,30.55,66.76,2.6,0.0,43.13,17314.77,11.91,103.28,4.16,0.78,0.0,9.0,6.0,1.55,1.53,131256.0,66.76,37.09,20.58,5.46,,30.32,21.07,253.05,-3.7,124.13,20.58,99.86,21.64,9.35,0.54,-0.4,2.21,77.14,26.17,10.99,18.78,114418.0,532762.0_ACE
Active Clothing,541144.0,__NA__,Textiles - Products,100.89,156.5,32.21,0.0,2.25,2.44,1.24,7.28,73.58,5.86,0.0,31.14,242.08,1.55,44.61,2.05,0.74,0.0,7.0,2.0,1.07,2.88,784.0,73.58,7.31,128.4,2.37,,170.34,6.34,56.08,199.18,116.43,128.4,187.21,26.42,0.0,0.0,0.0,0.0,41.48,7.98,1.4,3.57,906.0,541144.0___NA__
AD Manum Finance,511359.0,__NA__,Finance & Investments,79.4,59.55,7.72,0.0,0.85,10.24,0.11,11.58,74.45,18.16,0.0,23.18,66.49,0.75,94.48,,5.81,0.0,8.0,6.0,0.15,1.06,1817.0,74.45,335.01,65.85,1.78,,56.26,14.59,147.73,65.85,,65.85,,25.55,0.0,0.0,0.0,0.0,82.81,11.15,7.03,8.15,1437.0,511359.0___NA__
Adani Energy Sol,539254.0,ADANIENSOL,Power Generation And Supply,1003.65,111956.39,106.85,0.0,8.86,1.96,2.93,8.59,73.22,3.02,2.58,38.17,146797.9,111.55,113.33,26.81,0.92,0.0,7.0,3.0,0.3,4.45,478125.0,71.33,7.04,34.39,2.52,,19.29,7.53,161.23,34.39,,34.39,,5.49,17.49,0.0,-0.02,3.8,105.33,10.21,2.53,11.6,476626.0,539254.0_ADANIENSOL
Adani Enterp.,512599.0,ADANIENT,Trading,3177.05,362184.06,103.18,0.04,9.28,2.39,1.67,9.73,72.61,2.35,0.08,34.16,420425.73,114.0,342.77,6.15,0.58,0.0,6.0,3.0,0.64,3.86,537342.0,72.55,10.24,37.07,3.16,,-31.73,6.16,468.15,-72.9,178.69,37.07,68.72,7.22,14.41,-0.24,0.33,5.77,289.92,9.48,2.19,9.63,561309.0,512599.0_ADANIENT
Adani Green,541450.0,ADANIGREEN,Power Generation And Supply,1781.1,282132.05,223.38,0.0,37.66,1.87,8.65,17.07,56.37,2.05,1.02,38.17,338226.05,158.4,47.32,0.02,0.45,0.0,7.0,2.0,0.12,10.34,668586.0,55.8,7.39,53.13,2.52,,-7.17,7.88,85.99,53.13,,53.13,,23.93,18.15,0.12,0.05,1.55,46.11,7.81,1.8,22.83,693064.0,541450.0_ADANIGREEN
Adani Ports,532921.0,ADANIPORTS,Miscellaneous,1481.0,319916.56,36.11,0.41,6.05,7.72,0.94,18.06,65.89,3.66,1.7,36.01,361451.34,216.01,244.33,2.76,0.99,0.0,8.0,1.0,0.23,2.17,991001.0,64.77,13.18,50.11,5.21,,19.18,11.27,454.32,50.11,,50.11,,7.3,14.98,0.26,-0.17,11.84,210.12,9.52,6.06,14.43,970247.0,532921.0_ADANIPORTS
Adani Power,533096.0,ADANIPOWER,Power Generation And Supply,719.45,277487.46,13.31,0.0,6.42,23.43,0.8,57.06,71.75,7.95,16.1,38.17,304706.77,385.69,111.86,7.88,1.33,0.0,8.0,3.0,0.57,2.06,1426249.0,60.2,30.11,84.65,2.52,,73.14,26.28,368.68,84.65,,84.65,,10.93,15.91,0.05,0.23,1.41,77.46,15.8,12.83,44.55,1460767.0,533096.0_ADANIPOWER
Adani Total Gas,542066.0,ATGL,Miscellaneous,889.15,97789.62,146.58,0.03,27.3,10.9,0.43,20.46,74.8,1.01,0.0,17.38,98890.76,109.98,32.55,30.92,0.52,0.0,8.0,4.0,0.73,1.71,631022.0,74.8,25.06,33.44,2.92,,-51.98,15.28,66.67,2.28,43.87,33.44,12.71,5.93,13.13,0.07,-0.02,6.12,26.74,20.74,10.86,20.39,653417.0,542066.0_ATGL
Adani Wilmar,543458.0,AWL,Solvent Extraction,333.85,43389.78,274.4,0.0,5.24,0.78,0.32,1.92,87.87,2.43,0.0,21.13,43207.7,129.97,63.98,6.17,0.53,8.11,5.0,4.0,2.52,2.45,1173450.0,87.87,6.98,12.69,2.46,,14.07,5.27,40.49,14.34,56.43,12.69,58.08,11.08,0.77,0.12,0.17,0.29,62.83,15.01,2.76,7.41,1200267.0,543458.0_AWL
Adarsh Plant,526711.0,__NA__,Packaging,35.8,35.47,72.41,0.0,24.3,5.84,3.1,40.33,70.63,1.81,0.0,26.93,39.76,0.99,1.47,4.0,0.84,0.0,8.0,3.0,2.22,5.74,5266.0,70.63,12.3,65.17,1.82,,97.46,7.84,4.05,99.97,70.36,65.17,105.16,29.37,0.0,0.0,0.0,0.0,0.98,5.44,1.72,15.56,5160.0,526711.0___NA__
ADC India,523411.0,__NA__,Telecommunications - Equipment,2098.0,965.08,46.63,0.19,13.62,22.72,0.0,33.69,72.02,3.04,65.0,75.7,920.31,0.46,154.02,5.99,2.3,0.0,8.0,5.0,1.96,1.29,4970.0,25.21,30.96,57.32,13.89,,39.47,26.79,394.81,34.67,82.51,57.32,59.85,27.98,0.0,0.0,0.0,0.0,113.0,21.8,10.6,15.99,4927.0,523411.0___NA__
Adcon Capital,539506.0,__NA__,Finance & Investments,0.86,17.05,18.95,0.0,0.48,2.83,0.0,2.86,0.0,6.11,0.0,23.18,16.98,19.83,1.77,,61.8,0.0,6.0,3.0,0.05,0.96,27863.0,0.0,2.74,91.25,1.78,,7117.5,3.13,1.38,91.25,,91.25,,100.0,0.0,0.0,0.0,0.0,0.91,-3.93,-3.97,-3.99,23235.0,539506.0___NA__
Add-Shop E-Reta.,541865.0,__NA__,Trading,15.59,44.14,13.96,0.0,0.4,2.28,0.12,2.91,27.2,12.68,0.0,34.16,55.76,2.83,38.86,6.47,5.84,0.0,4.0,3.0,1.47,1.26,40118.0,27.2,3.17,154.33,3.16,,197.22,5.63,31.24,204.76,3.6,154.33,54.03,72.8,0.0,0.0,0.0,0.0,37.75,38.05,19.12,26.35,42591.0,541865.0___NA__
Addi Industries,507852.0,__NA__,Textiles - Products,50.07,54.06,11.58,2.5,0.7,6.12,0.0,6.17,74.27,-193.01,0.0,31.14,-3.29,1.08,71.67,,252.88,,4.0,5.0,0.0,0.99,4137.0,74.27,7.19,,2.37,,,8.14,83.52,,,,,25.62,0.0,0.0,0.0,0.11,68.61,4.62,3.55,3.62,4111.0,507852.0___NA__
Addictive Learn,-1.0,LAWSIKHO,Miscellaneous,307.3,488.91,74.87,0.0,7.22,70.9,0.0,333.16,66.07,2.23,0.0,94.56,439.4,1.59,42.53,,5.15,0.0,7.0,4.0,6.94,4.7,1376.0,66.07,305.14,0.11,4.67,,1.2,12.45,62.67,0.11,,0.11,,27.16,5.27,,,1.5,,552.49,48.24,340.69,,-1.0_LAWSIKHO
Adeshwar Meditex,543309.0,__NA__,Healthcare,27.0,38.96,19.38,0.0,1.12,3.0,0.4,6.11,42.65,9.11,0.0,42.74,51.69,1.44,24.19,2.87,1.1,0.0,6.0,3.0,1.19,2.04,179.0,42.65,7.69,127.67,5.67,,176.08,7.35,27.53,167.05,87.8,127.67,127.17,57.35,0.0,0.0,0.0,0.0,22.8,9.99,2.97,6.48,181.0,543309.0___NA__
ADF Foods,519183.0,ADFFOODS,Food - Processing - Indian,242.2,2660.89,36.03,0.5,6.05,13.71,0.02,17.15,36.42,3.87,7.69,38.34,2600.27,10.99,40.15,4.2,5.66,0.0,8.0,4.0,0.97,1.22,40411.0,33.62,15.5,76.08,3.49,,166.47,18.06,78.69,119.58,35.78,76.08,79.28,45.39,9.55,-0.02,0.63,8.64,38.15,16.96,10.84,14.23,39812.0,519183.0_ADFFOODS
Adhbhut Infra.,539189.0,__NA__,Construction,29.07,31.98,36.76,0.0,,2.69,,,73.49,3.67,0.0,36.76,34.4,1.1,-5.57,,3.54,0.0,6.0,0.0,0.08,-5.27,1587.0,73.49,3.43,420.61,3.11,,325.08,4.07,,420.61,,420.61,,26.5,0.0,0.0,0.0,0.0,-9.65,99.25,2.93,,728.0,539189.0___NA__
Adinath Exim Res,532056.0,__NA__,Finance & Investments,23.88,10.31,18.42,0.0,0.53,2.96,0.0,3.05,62.04,7.01,0.0,23.18,10.29,0.43,45.1,,9.0,0.0,5.0,3.0,0.05,0.97,3950.0,62.04,622.22,0.0,1.78,,21.26,3.64,36.27,0.0,,0.0,,37.96,0.0,0.0,0.0,0.0,39.8,4.06,3.99,4.06,3731.0,532056.0___NA__
Adinath Textiles,514113.0,__NA__,Textiles - Spinning - Synthetic / Blended,25.92,17.66,36.75,0.0,6.1,12.21,0.0,18.11,43.58,3.87,0.0,23.18,17.46,0.68,4.24,12.0,1.58,,4.0,2.0,0.0,1.36,26089.0,43.58,42.15,,0.85,,,16.35,8.2,,,,,56.42,0.0,0.0,0.0,0.01,3.54,29.44,18.13,31.18,26231.0,514113.0___NA__
Adit.Birla Money,532974.0,BIRLAMONEY,Finance & Investments,164.8,931.27,17.59,0.0,5.74,3.04,8.6,38.96,73.53,11.08,0.0,17.68,1440.39,5.65,28.79,,1.87,0.0,5.0,5.0,0.22,10.69,42819.0,73.53,24.37,56.74,2.85,,-390.64,7.62,77.93,56.74,,56.74,,26.45,0.03,0.03,0.0,0.0,19.34,10.7,2.58,37.01,41329.0,532974.0_BIRLAMONEY
Aditya AMC,543374.0,ABSLAMC,Finance & Investments,648.0,18668.84,23.91,1.6,5.87,24.81,0.02,27.45,75.31,5.57,0.0,23.18,18663.11,28.81,110.0,,0.91,0.0,4.0,7.0,0.43,0.99,365456.0,75.31,805.33,10.99,1.78,,-26.84,28.95,258.92,10.99,,10.99,,8.24,4.37,2.63,6.87,12.08,87.4,33.13,22.83,25.3,382248.0,543374.0_ABSLAMC
Aditya Bir. Fas.,535755.0,ABFRL,Textiles - Products,318.25,32337.44,,0.0,8.0,-3.75,2.34,-18.2,51.85,0.12,0.0,99.86,41326.45,101.61,39.7,1.44,0.49,0.0,3.0,4.0,0.71,4.86,312400.0,51.85,0.29,33.35,8.8,,64.69,0.21,,54.88,240.86,33.35,262.39,13.35,19.5,5.35,-2.16,14.84,30.23,5.03,-0.71,-2.2,289693.0,535755.0_ABFRL
Aditya Birla Cap,540691.0,ABCAPITAL,Finance & Investments,240.1,62475.89,18.69,0.0,2.32,1.67,4.11,14.15,68.96,7.23,0.0,23.18,169036.22,260.21,103.14,,0.46,0.0,3.0,6.0,0.17,7.69,503842.0,68.96,9.95,7.38,1.78,,-566.33,5.26,172.53,7.38,,7.38,,12.59,10.92,1.15,-0.82,7.55,84.0,11.38,3.0,26.79,491856.0,540691.0_ABCAPITAL
Aditya Consumer,540146.0,__NA__,Trading,83.5,122.19,,0.0,4.98,-6.55,0.26,-11.12,55.24,-1.93,0.0,60.14,119.14,1.46,16.76,4.19,0.87,0.0,3.0,4.0,1.99,1.7,471.0,55.24,-5.99,1.25,5.58,,39.8,-6.0,,48.41,39.99,1.25,87.15,44.75,0.0,0.0,0.0,0.0,18.87,4.98,1.85,3.07,346.0,540146.0___NA__
Aditya Ispat,513513.0,__NA__,Steel - Medium / Small,10.5,5.61,,0.0,0.66,-4.72,3.92,-23.91,24.32,0.82,0.0,27.86,38.93,0.54,15.98,7.36,0.59,0.0,4.0,2.0,1.27,5.72,9190.0,24.32,0.66,74.93,2.94,,110.95,0.7,,114.93,14.18,74.93,54.18,75.68,0.0,0.0,0.0,0.0,20.13,7.19,0.54,2.64,8519.0,513513.0___NA__
Aditya Spinners,521141.0,__NA__,Textiles - Spinning - Synthetic / Blended,20.2,33.82,18.19,0.0,0.68,2.55,0.32,3.88,66.37,6.97,0.0,23.18,49.54,1.67,29.25,7.04,0.31,0.0,5.0,5.0,0.84,1.49,45324.0,66.37,5.52,10.13,0.85,,35.21,4.96,27.04,76.46,11.03,10.13,77.36,33.1,0.0,0.0,0.0,0.53,28.02,9.31,3.37,5.81,45365.0,521141.0___NA__
Aditya Vision,540205.0,__NA__,Trading,4498.95,5788.47,75.12,0.15,11.86,10.32,0.65,24.74,53.43,2.45,0.0,60.14,6010.95,1.29,379.68,4.03,0.73,0.0,3.0,6.0,2.34,1.53,11038.0,53.43,13.82,0.08,5.58,,87.94,16.61,716.67,92.53,15.43,0.08,107.88,29.66,9.42,8.85,0.85,7.49,113.31,25.24,12.34,59.61,10502.0,540205.0___NA__
Adjia Tech,543269.0,__NA__,Computers - Software - Medium / Small,45.49,4.0,57.14,,1.81,3.17,0.02,3.27,65.2,2.02,0.0,34.11,3.97,0.09,25.1,,9.08,0.0,7.0,1.0,0.15,1.03,122.0,65.2,4.4,88.48,3.7,,752.12,3.42,21.19,88.48,,88.48,,34.8,0.0,0.0,0.0,0.0,24.31,-4.03,-3.99,-4.12,124.0,543269.0___NA__
Adline Chem Lab,524604.0,__NA__,Pharmaceuticals - Indian - Formulations,13.12,7.68,,0.0,,-272.73,,,29.61,-1.64,0.0,26.15,9.12,0.58,-2.92,,0.03,,2.0,2.0,0.0,-0.03,18595.0,29.61,-750.0,,3.36,,,-375.0,,,,,,70.4,0.0,0.0,0.0,0.0,-2.68,5.9,4.85,22.22,18628.0,524604.0___NA__
Ador Fontech,530431.0,__NA__,Electrodes - Welding Equipment,144.1,504.36,21.27,4.14,3.84,15.11,0.0,18.34,39.23,6.83,0.0,27.0,458.53,3.5,37.79,5.09,3.96,0.0,8.0,6.0,1.34,1.19,13638.0,39.23,18.73,53.26,3.84,,93.21,19.91,75.94,73.14,51.61,53.26,71.49,60.58,0.19,0.0,0.0,0.0,36.16,21.17,11.02,13.84,13481.0,530431.0___NA__
Ador Multi Prod.,523120.0,__NA__,Personal Care - Indian,34.45,16.1,,0.0,1.46,-27.54,0.0,-28.33,38.55,-17.1,0.0,42.1,16.03,0.47,23.6,1.96,0.91,0.0,7.0,5.0,0.5,1.22,4244.0,38.55,-54.64,10.3,7.03,,78.64,-32.68,,31.9,71.63,10.3,93.23,61.42,0.0,0.0,0.0,0.02,32.57,-66.42,-42.65,-50.67,4214.0,523120.0___NA__
Ador Welding,517041.0,ADORWELD,Electrodes - Welding Equipment,1405.85,1911.96,30.25,1.31,5.29,13.0,0.12,18.43,56.9,4.57,0.0,27.0,1953.23,1.36,266.49,4.96,1.34,9.18,4.0,3.0,1.82,1.34,32575.0,56.9,19.24,62.13,3.84,,88.17,17.2,527.85,94.45,43.1,62.13,75.42,37.25,0.1,-0.2,1.31,5.74,237.9,26.76,14.16,19.75,30274.0,517041.0_ADORWELD
Adroit Info.,532172.0,ADROITINFO,Computers - Software - Medium / Small,18.42,39.92,13.31,0.0,2.82,7.32,0.1,10.87,38.45,9.87,0.0,34.11,41.71,5.42,6.52,,2.6,0.0,4.0,4.0,0.61,1.16,17242.0,38.45,9.68,207.17,3.7,,159.74,8.45,9.01,207.17,,207.17,,63.64,0.0,0.0,0.0,0.0,3.92,23.24,14.66,28.22,15179.0,532172.0_ADROITINFO
Advait Infratech,543230.0,__NA__,Construction,1695.0,1730.21,79.08,0.0,23.54,13.92,0.81,37.63,73.53,2.04,0.0,23.53,1746.4,1.02,72.0,6.43,1.1,0.0,5.0,4.0,1.33,2.14,11926.0,73.53,22.06,75.31,2.74,,66.31,18.26,186.42,-22.26,165.83,75.31,68.27,26.48,0.0,0.0,0.0,0.0,42.01,28.08,8.34,20.95,6325.0,543230.0___NA__
Advance Lifes.,521048.0,__NA__,Textiles - Jute - Yarn / Products,45.99,28.63,37.68,0.0,1.09,1.03,1.53,2.65,75.0,4.74,0.0,17.7,68.89,0.62,42.42,0.0,2.53,0.0,3.0,1.0,0.0,2.8,7396.0,75.0,13.3,,2.7,,,4.64,17.94,,,,,25.0,0.0,0.0,0.0,0.0,49.84,0.04,0.04,0.1,7407.0,521048.0___NA__
Advance Meter.,534612.0,__NA__,Electric Equipment,38.49,61.81,,0.0,0.62,-1.68,0.13,-2.0,63.55,-1.8,0.0,58.82,59.44,1.61,61.77,0.72,3.77,0.0,5.0,4.0,0.14,1.21,12944.0,63.55,-0.98,129.03,8.34,,767.56,-0.91,,274.91,242.49,129.03,388.37,36.44,0.0,0.0,0.0,0.0,63.11,-4.57,-5.08,-6.62,12649.0,534612.0___NA__
Advance Petroch.,506947.0,__NA__,Chemicals,288.0,25.92,117.82,0.0,6.93,1.15,2.4,6.06,44.34,3.47,0.0,39.79,34.25,0.09,41.56,4.44,0.65,0.0,6.0,3.0,1.83,5.13,2131.0,44.34,6.46,93.56,3.67,,63.06,5.25,47.81,50.98,131.91,93.56,89.34,55.65,0.0,0.0,0.0,0.0,39.11,20.35,6.03,30.87,2114.0,506947.0___NA__
Advance Syntex,539982.0,__NA__,Textiles - Spinning - Synthetic / Blended,7.3,8.1,,0.0,1.35,-3.28,5.46,-16.46,59.76,-3.58,0.0,23.18,40.78,1.11,5.41,0.07,0.59,0.0,4.0,2.0,0.02,7.62,1174.0,59.76,-4.02,6652.73,0.85,,16123.27,-3.53,,11762.73,235.17,6652.73,5345.17,40.23,0.0,0.0,0.0,0.0,11.02,-7.2,-6.29,-26.75,971.0,539982.0___NA__
Advanced Enzyme,540025.0,ADVENZYMES,Pharmaceuticals - Indian - Bulk Drugs & Formln,378.95,4237.61,29.5,1.06,3.2,10.02,0.04,11.22,43.49,4.93,0.0,34.7,4141.42,11.18,118.41,1.06,6.22,0.0,8.0,2.0,0.42,1.11,68640.0,43.49,10.82,57.67,3.58,,341.89,13.41,178.22,392.68,39.79,57.67,374.8,25.95,23.01,0.47,0.58,7.56,110.45,11.93,8.03,9.23,73034.0,540025.0_ADVENZYMES
Advani Hotels.,523269.0,ADVANIHOTR,Hotels,70.83,654.73,26.23,3.41,9.09,26.28,0.02,37.08,50.25,5.29,0.0,47.22,627.26,9.24,7.78,5.58,2.49,0.0,6.0,6.0,1.11,1.32,30541.0,50.25,31.6,2.53,4.25,,19.87,33.62,21.74,-96.34,164.46,2.53,65.6,49.48,0.21,0.04,-0.06,0.05,6.79,66.37,34.52,50.58,19085.0,523269.0_ADVANIHOTR
Advik Capital,539773.0,__NA__,Finance & Investments,2.58,110.47,17.37,0.0,0.99,3.67,0.7,7.43,21.8,9.04,0.0,23.18,188.05,42.82,2.63,93.08,0.46,0.0,4.0,7.0,4.84,1.54,121175.0,21.8,100.94,0.02,1.78,,3.42,8.1,2.99,6.32,0.0,0.02,6.3,78.21,0.0,-0.39,0.0,0.0,1.37,21.02,11.74,26.96,74470.0,539773.0___NA__
Aegis Logistics,500003.0,AEGISLOG,Trading,873.85,30672.14,54.62,0.75,7.87,8.85,0.68,15.13,58.1,3.06,0.0,34.16,31562.94,35.1,110.95,54.98,2.48,0.0,5.0,4.0,0.94,1.93,65445.0,58.1,12.42,26.59,3.16,,7.87,12.17,201.2,3.09,27.53,26.59,4.02,18.8,18.17,0.2,-0.16,4.92,100.64,15.9,9.09,15.91,60275.0,500003.0_AEGISLOG
Aeonx Digital,524594.0,__NA__,Trading,135.0,62.1,32.69,0.74,1.3,3.31,0.02,4.17,54.76,5.87,0.0,34.16,52.04,0.46,103.93,44.12,5.66,13.35,6.0,2.0,0.6,1.2,4199.0,54.76,4.71,110.21,3.16,,370.11,5.21,117.8,110.21,,110.21,0.0,42.77,2.47,0.88,0.0,0.0,94.17,6.29,3.55,4.89,4460.0,524594.0___NA__
Aeroflex,543972.0,AEROFLEX,Steel - Medium / Small,162.4,2100.19,50.28,0.16,7.17,14.18,0.0,20.5,66.99,3.05,0.0,27.86,1994.82,12.93,22.68,3.58,2.73,0.0,5.0,3.0,1.08,1.0,94670.0,66.99,15.49,108.69,2.94,,107.4,15.98,40.59,115.98,99.53,108.69,106.82,26.56,0.29,-0.07,0.33,6.16,,33.77,16.33,32.38,97153.0,543972.0_AEROFLEX
